ZCTA,Total,White,Black,AmIndorAlaskanNative,Asian,PacIslanderorHINative,OtherRace,Mixed,Hispanic,TotalContribs,NumberContribs,ToDems,ToRepubs,Name,State
93954,302,47,0,1,7,0,0,21,226,0,0,0,0,San Lucas,CA
93955,33359,10891,2616,107,3113,512,51,1599,14470,31405,356,17334,8766,Seaside,CA
93960,27080,3836,2868,138,690,98,86,176,19188,10250,43,3254,6996,Soledad,CA
93962,673,438,0,7,25,0,4,6,193,6447,10,97,6350,Spreckels,CA
94002,25992,15898,403,44,5117,181,97,1212,3040,230286,1232,111097,98050,Belmont,CA
94005,4282,2165,80,10,1059,39,20,197,712,26600,249,14809,4344,Brisbane,CA
94010,40737,25172,368,37,9044,152,193,1375,4396,1811121,2645,1220300,357374,Burlingame,CA
94014,47014,4988,1444,78,22745,348,168,1151,16092,56779,470,44035,1460,Daly City,CA
94015,60927,10724,1982,45,35616,454,337,1889,9880,80978,813,67732,5537,Daly City,CA
94019,18424,11653,106,39,691,13,29,415,5478,225588,1151,177308,34502,Half Moon Bay,CA
94020,1559,1292,16,2,41,12,4,60,132,15947,197,15654,275,La Honda,CA
94021,192,145,1,0,6,0,0,10,30,6034,7,5400,0,Loma Mar,CA
94022,18500,12691,92,5,4353,37,45,667,610,2472915,2348,1209342,618926,Los Altos,CA
94024,22385,14859,103,19,5518,27,72,902,885,955005,1672,635879,228100,Los Altos,CA
94025,40526,25275,1581,55,3889,488,88,1435,7715,2342429,3796,1459653,383841,Menlo Park,CA
94027,7089,5535,72,5,936,45,18,197,281,2622957,1485,1437196,437839,Atherton,CA
94028,6534,5658,24,6,385,2,11,141,307,1331733,1466,945067,240520,Portola Valley,CA
94030,21536,8740,158,11,9155,197,46,674,2555,121895,575,81974,23235,Millbrae,CA
94037,2913,2310,15,9,139,1,6,105,328,42809,230,32527,9363,Montara,CA
94038,3040,1915,22,5,115,9,10,76,888,59343,230,58757,200,Moss Beach,CA
94040,32996,15289,527,54,8908,109,101,1155,6853,186833,1441,135885,27945,Mountain View,CA
94041,13292,6295,259,27,2824,56,33,504,3294,159983,1108,124591,17599,Mountain View,CA
94043,28358,12848,808,42,7309,210,105,1080,5956,807084,2273,213113,41892,Mountain View,CA
94044,37296,20753,902,124,7045,285,155,1781,6251,140273,1953,108795,11173,Pacifica,CA
94060,1554,701,4,4,13,3,3,24,802,10268,92,10038,100,Pescadero,CA
94061,36245,17681,712,79,2244,323,111,1056,14039,196901,1262,112772,66604,Redwood City,CA
94062,25876,19207,264,25,1706,91,65,760,3758,1766064,2358,908770,676269,Redwood City,CA
94063,30949,5564,724,80,1444,508,113,543,21973,113113,453,46982,22758,Redwood City,CA
94065,11359,5631,193,10,4049,22,60,521,873,156711,461,89794,27756,Redwood City,CA
94066,41130,14779,841,89,10232,1348,260,1559,12022,200362,786,50908,25339,San Bruno,CA
94070,29166,21372,214,32,3315,70,110,1136,2917,915153,1738,341134,34947,San Carlos,CA
94074,214,175,1,1,12,0,2,3,20,5,1,0,0,San Gregorio,CA
94080,63975,14107,1479,139,23053,1067,293,2100,21737,99304,889,62144,12737,South San Francisco,CA
94085,21247,5004,373,44,7227,178,40,569,7812,74334,689,44154,17562,Sunnyvale,CA
94086,45697,14021,1043,114,19090,166,153,1383,9727,136954,1490,118597,9575,Sunnyvale,CA
94087,54293,23108,746,74,23294,125,132,1907,4907,231400,1476,157828,46988,Sunnyvale,CA
94089,19245,6265,389,60,7483,128,59,583,4278,169174,1075,61075,14112,Sunnyvale,CA
94102,31176,11806,4174,170,7845,113,116,1059,5893,273128,1592,225074,14514,San Francisco,CA
94103,27170,10241,2822,225,6887,86,93,875,5941,513401,2514,347325,46998,San Francisco,CA
94104,406,132,12,1,226,0,0,4,31,1269811,1243,482991,357252,San Francisco,CA
94105,5846,3074,124,15,2027,19,16,224,347,2880210,4864,478704,529909,San Francisco,CA
94107,26599,14409,1706,69,6389,147,128,990,2761,865348,2599,712035,47146,San Francisco,CA
94108,13768,4425,239,21,7933,23,25,289,813,420962,576,255954,78541,San Francisco,CA
94109,55984,30255,2108,182,15150,90,191,1886,6122,1213909,3853,913171,180017,San Francisco,CA
94110,69333,29125,2251,190,8615,190,202,2165,26595,795334,5990,694781,21136,San Francisco,CA
94111,3713,2016,82,3,1350,2,4,63,193,2157344,1624,689208,678490,San Francisco,CA
94112,79407,12008,3090,111,38982,259,191,1608,23158,147635,1966,118168,14010,San Francisco,CA
94114,31124,23031,566,68,3177,37,137,1172,2936,1230305,5642,1053331,55185,San Francisco,CA
94115,33021,18698,4042,51,6202,86,110,1214,2618,2213256,3342,1610427,264531,San Francisco,CA
94116,43698,15200,480,57,23862,62,90,1291,2656,237325,1547,199704,11044,San Francisco,CA
94117,39169,26658,2327,100,4238,62,120,1754,3910,751916,4092,672387,27294,San Francisco,CA
94118,38319,20165,614,47,13388,62,170,1430,2443,1934623,3387,1437059,315819,San Francisco,CA
94121,41203,17570,662,66,18711,44,145,1487,2518,594750,2201,495991,40522,San Francisco,CA
94122,56023,22301,775,65,27278,81,204,1893,3426,314797,2804,274779,16415,San Francisco,CA
94123,23088,18552,168,21,2407,20,79,586,1255,1393595,1812,973711,236157,San Francisco,CA
94124,33996,1944,11170,99,10329,875,53,1045,8481,87507,734,73044,2785,San Francisco,CA
94127,19289,10640,622,24,5341,26,84,841,1711,384689,1930,277778,64050,San Francisco,CA
94128,69,27,5,0,5,7,0,4,21,1813,22,1647,0,San Francisco,CA
94129,3183,2421,66,8,249,21,10,159,249,774066,328,118992,82500,San Francisco,CA
94130,2880,784,676,16,518,22,8,193,663,5949,64,2937,3000,San Francisco,CA
94131,26881,16144,1186,61,4910,47,84,1060,3389,632565,2967,474752,30094,San Francisco,CA
94132,28129,9770,2348,67,11367,85,100,1122,3270,77889,961,68855,5380,San Francisco,CA
94133,26237,10201,553,20,13530,41,48,534,1310,620422,1604,482948,69672,San Francisco,CA
94134,40798,3778,3749,62,22858,612,77,926,8736,1349422,730,47068,1083,San Francisco,CA
94158,4792,2101,169,9,1930,16,9,209,349,70765,332,63560,4350,San Francisco,CA
94301,16995,12341,323,13,2733,26,69,633,857,2941070,3439,1729791,647708,Palo Alto,CA
94303,45467,11234,4694,44,6968,2126,132,1262,19007,754738,2334,572184,101644,Palo Alto,CA
94304,3627,2259,65,5,995,9,17,103,174,564129,876,154238,209016,Palo Alto,CA
94305,13862,6975,621,76,3754,26,32,933,1445,586843,1317,338603,96184,Stanford,CA
94306,26469,14935,513,33,7773,58,86,996,2075,687118,2648,514690,120504,Palo Alto,CA
94401,34429,11270,1112,62,5395,1297,115,1136,14042,128614,824,89686,18308,San Mateo,CA
94402,23981,14587,261,24,4399,199,68,930,3513,598592,1425,292909,166119,San Mateo,CA
94403,39642,20067,721,56,8466,454,150,1502,8226,259939,1186,131784,62365,San Mateo,CA
94404,33749,14550,602,24,14600,186,128,1324,2335,315935,1136,107870,131138,San Mateo,CA
94501,60212,27809,4124,231,16976,316,231,3350,7175,304688,2963,245948,16691,Alameda,CA
94502,13600,5659,392,16,5846,26,47,697,917,119919,979,59658,4500,Alameda,CA
94503,19681,5632,1497,74,6288,156,47,892,5095,16929,168,14845,356,American Canyon,CA
94505,13403,9675,528,68,509,41,17,460,2105,23316,259,5838,10291,Discovery Bay,CA
94506,22452,15209,350,27,4631,18,43,839,1335,311001,816,178785,65570,Danville,CA
94507,14889,12337,75,8,1197,13,31,372,856,317514,979,144647,113483,Alamo,CA
94508,3661,2318,142,14,339,5,11,143,689,16693,134,14560,2134,Angwin,CA
94509,62439,24887,8347,312,3598,434,97,2448,22316,51126,518,23153,10805,Antioch,CA
94510,27088,17899,1428,93,2920,96,59,1341,3252,74319,1044,50803,6719,Benicia,CA
94511,2137,1709,37,12,38,3,4,54,280,1985,20,685,400,Bethel Island,CA
94512,108,73,2,0,4,3,0,1,25,0,0,0,0,Birds Landing,CA
94513,54605,29793,3227,191,3991,174,131,2253,14845,66707,739,29766,21256,Brentwood,CA
94514,1360,711,60,5,16,10,1,34,523,657,8,0,25,Byron,CA
94515,7050,3909,25,31,92,4,13,79,2897,51215,277,32628,15288,Calistoga,CA
94516,211,186,2,2,12,0,0,7,2,354,5,354,0,Canyon,CA
94517,12385,9786,184,45,749,16,38,391,1176,52269,446,32878,10119,Clayton,CA
94518,26778,15266,784,75,3156,138,82,1124,6153,48658,691,36302,7570,Concord,CA
94519,18453,10863,450,72,1650,138,56,707,4517,15843,242,10215,3217,Concord,CA
94520,37208,11097,1691,109,3141,345,72,1069,19684,3086999,1066,42225,22576,Concord,CA
94521,41249,25342,1081,118,5375,129,117,1848,7239,42958,797,24805,10321,Concord,CA
94523,33569,22776,665,69,4530,60,47,1377,4045,118597,1059,83160,18125,Pleasant Hill,CA
94525,3127,2226,146,14,102,23,5,117,494,5166,120,3577,761,Crockett,CA
94526,31102,25002,222,30,2582,52,90,987,2137,300369,1609,136948,91534,Danville,CA
94528,964,873,0,1,37,0,0,21,32,30327,64,18467,11300,Diablo,CA
94530,23877,11534,1813,67,6443,37,115,1196,2672,170101,2162,144279,11653,El Cerrito,CA
94531,40290,11801,8707,144,6727,310,154,2198,10249,27920,394,10281,13669,Antioch,CA
94533,69277,20581,11801,331,8523,834,156,4340,22711,156875,568,29696,100206,Fairfield,CA
94534,36416,17271,3897,133,6763,195,68,1977,6112,293599,560,24905,53161,Fairfield,CA
94535,3793,2132,431,15,256,48,10,309,592,1413,36,140,757,Travis AFB,CA
94536,68790,23179,2584,185,26373,426,155,3394,12494,188764,1283,150315,16829,Fremont,CA
94538,61148,16899,2392,178,24851,397,108,2683,13640,128082,679,84529,16800,Fremont,CA
94539,50031,10533,556,49,34903,79,57,1493,2361,369113,1013,336202,18455,Fremont,CA
94541,61635,14242,8541,261,7626,978,125,2101,27761,61709,733,44830,9682,Hayward,CA
94542,12717,4443,1794,35,2942,178,37,712,2576,44460,531,37873,1575,Hayward,CA
94544,73026,11684,7745,222,13993,2593,178,2793,33818,51705,671,33393,10201,Hayward,CA
94545,29707,4982,2678,116,10317,1063,80,1326,9145,25779,265,8321,10372,Hayward,CA
94546,42209,22787,2331,130,6857,270,114,1771,7949,91267,1323,60705,21838,Castro Valley,CA
94547,24092,4030,4452,65,10804,93,104,1030,3514,45856,492,30322,12385,Hercules,CA
94548,412,271,7,0,5,1,0,11,117,537,25,441,86,Knightsen,CA
94549,26864,21679,185,45,2357,29,63,935,1571,656134,2113,403187,167857,Lafayette,CA
94550,46896,32958,825,126,3386,112,128,1540,7821,287243,1639,148511,90673,Livermore,CA
94551,36867,21633,760,131,3413,122,81,1283,9444,89116,929,36518,25946,Livermore,CA
94552,14454,6430,569,21,5333,66,25,643,1367,67758,428,43404,17146,Castro Valley,CA
94553,47065,31974,1513,223,3471,165,94,1957,7668,137194,1395,84459,22758,Martinez,CA
94555,34143,6172,1211,47,21552,162,68,1723,3208,41133,438,31275,6748,Fremont,CA
94556,15229,11142,163,12,2323,14,42,618,915,356670,1186,263857,52578,Moraga,CA
94558,66830,41513,560,260,1518,118,84,1152,21625,381060,2437,249515,82860,Napa,CA
94559,27184,15080,148,124,536,17,37,544,10698,94720,844,74550,13629,Napa,CA
94560,42573,11726,1908,95,11404,601,101,1744,14994,51309,502,35945,6348,Newark,CA
94561,36515,17497,2489,182,2118,120,76,1355,12678,19676,308,7532,6020,Oakley,CA
94563,17672,13926,142,16,2018,24,54,684,808,594406,1439,402055,141826,Orinda,CA
94564,18287,6792,2385,60,4104,61,73,815,3997,33989,536,21065,4535,Pinole,CA
94565,84641,17084,13086,279,11726,741,217,2937,38571,26846,668,16093,5487,Pittsburg,CA
94566,40884,26870,547,87,7486,52,76,1397,4369,307903,1342,217793,34696,Pleasanton,CA
94567,623,426,1,4,9,1,1,24,157,10730,13,9730,1000,Pope Valley,CA
94568,46016,20374,4214,164,12159,277,141,2027,6660,194177,1206,109914,44538,Dublin,CA
94569,198,167,3,2,7,0,0,9,10,5316,101,5071,250,Port Costa,CA
94571,7911,5797,360,49,370,21,5,215,1094,26660,497,20464,4418,Rio Vista,CA
94572,8684,2867,1364,31,1757,62,20,446,2137,9163,84,8198,950,Rodeo,CA
94573,94,54,0,0,0,0,0,2,38,131186,140,122186,6375,Rutherford,CA
94574,8742,5819,32,22,157,13,22,100,2577,284467,730,167951,97953,Saint Helena,CA
94575,974,515,101,4,72,10,1,58,213,520,3,500,0,Moraga,CA
94576,164,121,1,0,6,0,0,6,30,2660,8,1360,300,Deer Park,CA
94577,45560,13247,5671,168,11173,326,116,1495,13364,112507,965,61009,10382,San Leandro,CA
94578,38558,8315,7560,112,7839,345,88,1190,13109,29741,389,19961,1959,San Leandro,CA
94579,20571,5431,1308,38,8656,112,29,620,4377,14381,395,12554,1265,San Leandro,CA
94580,27152,8114,1613,90,6457,203,67,826,9782,28259,247,21151,3365,San Lorenzo,CA
94582,38537,14666,1162,57,18248,56,66,1719,2563,90338,742,56303,22589,San Ramon,CA
94583,34859,20936,831,72,7716,86,91,1380,3747,329385,1868,60086,60311,San Ramon,CA
94585,28263,8350,5513,96,5210,315,68,1917,6794,11882,147,6295,2907,Suisun City,CA
94586,925,729,1,3,51,5,1,47,88,35561,74,17986,17200,Sunol,CA
94587,69516,10009,4194,116,35052,839,138,3273,15895,63067,620,50019,3639,Union City,CA
94588,30842,17004,584,65,8845,74,79,1175,3016,246801,935,159355,43565,Pleasanton,CA
94589,29876,4699,7139,64,7886,338,74,1295,8381,21906,256,12631,5385,Vallejo,CA
94590,35420,10608,8572,188,4254,276,81,1778,9663,50288,763,36384,4862,Vallejo,CA
94591,53042,14321,9629,225,16284,592,150,2705,9136,66733,836,45705,11238,Vallejo,CA
94592,742,254,81,3,273,1,3,38,89,12729,44,6304,4785,Vallejo,CA
94595,16425,13740,174,18,1224,38,60,389,782,225998,2019,153926,36088,Walnut Creek,CA
94596,20037,14406,424,16,2119,26,36,679,2331,247073,1073,159181,44637,Walnut Creek,CA
94597,20277,13802,465,50,2864,43,66,813,2174,103102,981,58223,18349,Walnut Creek,CA
94598,25818,18870,276,48,3872,43,60,951,1698,190005,1501,104237,42048,Walnut Creek,CA
94599,3021,2542,36,19,50,0,6,71,297,33775,177,26816,6280,Yountville,CA
94601,50294,3933,8833,246,8842,336,104,961,27039,66219,867,49438,3751,Oakland,CA
94602,28329,11443,4923,113,6508,85,89,1262,3906,264185,2085,219807,4805,Oakland,CA
94603,31403,819,11598,67,1365,419,60,552,16523,9072,72,3498,0,Oakland,CA
94605,39016,5789,20171,88,2436,330,84,1443,8675,192820,1298,166332,16424,Oakland,CA
94606,36672,5560,6886,121,15453,124,137,1135,7256,73981,936,59456,6050,Oakland,CA
94607,24978,4115,9445,75,7143,42,51,964,3143,291332,1337,234396,34900,Oakland,CA
94608,28019,8690,10015,86,4290,66,111,1352,3409,257373,2353,228164,10705,Emeryville,CA
94609,20596,8711,6694,69,1588,38,103,1056,2337,138683,1692,115301,4440,Oakland,CA
94610,29287,15497,5329,68,4242,38,150,1469,2494,466650,3262,328440,84713,Oakland,CA
94611,36565,23942,2964,64,5111,55,178,1829,2422,1737166,5806,1207279,260725,Oakland,CA
94612,14389,3443,4154,60,4308,37,44,573,1770,257412,1241,150907,33857,Oakland,CA
94613,715,335,69,1,84,1,2,58,165,4582,10,3048,0,Oakland,CA
94618,16046,11663,770,17,1728,10,62,727,1069,389947,2027,301518,55588,Oakland,CA
94619,23299,6958,6093,89,5135,129,76,1063,3756,236851,1228,205502,5176,Oakland,CA
94621,29870,675,10534,71,1217,391,40,561,16381,27188,125,6800,3268,Oakland,CA
94702,15979,7386,3502,54,1876,47,84,797,2233,135947,2092,125315,3090,Berkeley,CA
94703,19846,9969,3541,50,2539,30,103,1075,2539,226802,2523,190261,14611,Berkeley,CA
94704,25592,10882,1126,51,9444,26,92,1323,2648,111242,1422,95992,7400,Berkeley,CA
94705,12762,9403,475,25,1435,20,62,538,804,1059139,3438,855659,24909,Berkeley,CA
94706,19615,9876,684,43,5909,34,112,989,1968,132870,2073,107619,10337,Albany,CA
94707,11710,9145,235,10,1134,7,39,528,612,827451,3214,729098,47452,Berkeley,CA
94708,10985,8529,204,6,1116,14,67,504,545,489044,2850,429815,6557,Berkeley,CA
94709,11806,7110,325,18,2876,17,45,547,868,287816,1441,278916,4923,Berkeley,CA
94710,6948,2518,1497,10,694,16,40,356,1817,80650,801,63755,10800,Berkeley,CA
94720,2964,1130,83,6,1164,0,6,178,397,2541,68,2556,0,Berkeley,CA
94801,29395,3520,6238,56,1701,101,106,516,17157,61502,876,45407,4830,Richmond,CA
94803,24904,9041,3958,91,5140,146,135,1250,5143,58011,947,47086,7531,El Sobrante,CA
94804,38559,6061,12163,112,3864,212,209,1120,14818,79394,931,65930,4513,Richmond,CA
94805,13648,4603,1987,28,1973,59,130,581,4287,39164,778,27699,5305,Richmond,CA
94806,59861,8023,11533,141,10306,308,296,1539,27715,129153,519,25953,101551,San Pablo,CA
94850,0,0,0,0,0,0,0,0,0,0,0,0,0,Richmond,CA
94901,41157,22370,646,60,2094,64,125,991,14807,487371,2587,285736,154949,San Rafael,CA
94903,29040,21230,563,68,2190,61,102,881,3945,262394,2031,199614,31031,San Rafael,CA
94904,11995,10090,137,18,533,13,54,361,789,363551,1225,255186,67903,Greenbrae,CA
94920,12474,10737,86,15,635,15,38,398,550,1333402,1990,1002499,164956,Belvedere Tiburon,CA
94922,425,308,1,2,3,0,0,10,101,1807,44,1794,0,Bodega,CA
94923,1411,1179,6,4,35,4,4,39,140,24848,134,23307,200,Bodega Bay,CA
94924,1638,1273,9,3,15,4,2,72,260,17925,161,15912,0,Bolinas,CA
94925,9253,7364,79,4,616,26,45,347,772,100708,602,83693,6530,Corte Madera,CA
94928,43170,28793,756,227,2209,170,71,1627,9317,36557,813,28141,3925,Rohnert Park,CA
94929,264,238,0,3,4,0,0,10,9,463,27,225,236,Dillon Beach,CA
94930,8500,7282,107,20,230,5,32,261,563,83798,984,73375,2715,Fairfax,CA
94931,8470,6219,131,48,295,29,17,310,1421,29317,516,26791,340,Cotati,CA
94933,865,748,16,2,4,0,4,23,68,2645,104,2569,0,Forest Knolls,CA
94937,837,671,4,0,10,2,0,11,139,18429,287,16365,0,Inverness,CA
94938,812,705,6,1,6,1,5,24,64,4548,55,4203,185,Lagunitas,CA
94939,6859,5822,74,4,264,8,37,199,451,220938,818,179050,13260,Larkspur,CA
94940,268,223,0,3,1,0,0,3,38,6170,30,5405,250,Marshall,CA
94941,30496,25473,317,39,1949,54,101,1011,1552,1043090,3982,645239,149263,Mill Valley,CA
94945,17167,11977,294,36,1047,27,40,442,3304,58676,794,39397,2555,Novato,CA
94946,699,586,5,1,12,1,2,10,82,22283,132,20213,50,Nicasio,CA
94947,24283,16794,581,48,1426,53,74,724,4583,78738,1035,48387,15814,Novato,CA
94949,17202,11012,491,36,1136,30,81,613,3803,90648,956,59558,12233,Novato,CA
94950,89,71,0,0,1,0,1,2,14,431,19,183,0,Olema,CA
94951,4124,3391,34,25,99,6,5,105,459,28325,495,16825,4325,Penngrove,CA
94952,32858,25281,289,120,680,61,68,884,5475,203493,2335,170302,13947,Petaluma,CA
94954,37365,24507,530,136,2075,81,69,988,8979,54198,999,40305,5364,Petaluma,CA
94956,1756,1343,12,5,22,2,0,33,339,38817,476,36310,0,Point Reyes Station,CA
94957,1332,1217,2,0,21,0,4,39,49,176129,202,99212,38385,Ross,CA
94960,15740,13681,112,34,565,24,48,424,852,233972,1596,182107,5874,San Anselmo,CA
94963,569,514,5,2,3,0,1,18,26,3551,66,2926,575,San Geronimo,CA
94964,5094,1703,1994,101,69,11,181,41,994,2355,11,855,1500,San Quentin,CA
94965,10847,8019,1070,21,663,29,48,303,694,432303,1646,325728,56195,Sausalito,CA
94970,683,613,4,1,17,1,4,10,33,8473,73,7541,719,Stinson Beach,CA
94971,337,295,2,3,5,0,0,5,27,986,64,746,250,Tomales,CA
94972,52,24,0,0,0,0,0,4,24,4477,32,4267,210,Valley Ford,CA
94973,1429,1257,4,2,28,4,5,46,83,17231,230,16975,100,Woodacre,CA
