ZCTA,Total,White,Black,AmIndorAlaskanNative,Asian,PacIslanderorHINative,OtherRace,Mixed,Hispanic,TotalContribs,NumberContribs,ToDems,ToRepubs,Name,State
91770,62097,3024,250,73,36400,15,29,468,21838,195095,819,78302,13555,Rosemead,CA
91773,33119,17240,1011,76,3377,36,58,858,10463,108580,503,39623,26248,San Dimas,CA
91775,23988,6154,300,24,11181,12,37,495,5785,79229,274,63137,8934,San Gabriel,CA
91776,38475,2558,326,60,24323,20,40,425,10723,101458,231,86807,13414,San Gabriel,CA
91780,34332,7703,257,33,18546,27,34,538,7194,70426,338,61967,7078,Temple City,CA
91784,25938,15625,943,54,2973,31,54,565,5693,114638,610,45210,49333,Upland,CA
91786,51165,19274,4146,136,3362,117,108,1068,22954,152996,507,37403,100602,Upland,CA
91789,43079,6394,1157,39,25819,58,72,894,8646,225656,679,177402,42490,Walnut,CA
91790,44907,7052,1454,101,8107,60,87,670,27376,41506,494,21757,5106,West Covina,CA
91791,32414,6742,1287,70,7171,43,46,548,16507,74062,271,42905,27412,West Covina,CA
91792,30854,2577,1632,63,12374,39,59,581,13529,21567,170,19296,320,West Covina,CA
91801,52735,5714,792,59,28571,25,64,846,16664,170788,589,108595,46254,Alhambra,CA
91803,30322,2627,286,57,15012,29,36,353,11922,67267,320,59722,5444,Alhambra,CA
91901,17403,13350,200,444,335,46,8,376,2644,45096,242,16715,24212,Alpine,CA
91902,17653,7162,567,58,1904,104,26,506,7326,65407,455,38166,20029,Bonita,CA
91905,1700,1072,51,104,19,8,11,46,389,1250,6,0,1050,Boulevard,CA
91906,3627,2141,112,175,28,6,2,104,1059,7952,55,3627,4350,Campo,CA
91910,75802,18061,2945,241,7111,275,147,1747,45275,96572,902,42018,42338,Chula Vista,CA
91911,82999,13064,2738,211,6009,454,94,1613,58816,137821,476,126252,10036,Chula Vista,CA
91913,40971,8158,2202,65,10630,233,64,1510,18109,21262,382,10338,9841,Chula Vista,CA
91914,15448,3557,654,27,3414,45,20,591,7140,69409,209,9095,54931,Chula Vista,CA
91915,24659,5320,1362,56,5808,81,31,985,11016,16433,183,9739,4080,Chula Vista,CA
91916,1622,1348,10,27,29,8,6,18,176,8394,54,488,7906,Descanso,CA
91917,992,393,12,7,10,0,5,12,553,504,11,144,360,Dulzura,CA
91931,592,451,0,5,3,0,0,8,125,570,33,570,0,Guatay,CA
91932,25718,9399,909,132,1597,146,53,912,12570,15657,277,8058,4604,Imperial Beach,CA
91934,737,468,4,22,6,0,0,15,222,0,0,0,0,Jacumba,CA
91935,8624,6263,114,27,114,13,24,210,1859,53541,340,15383,31212,Jamul,CA
91941,31779,20350,2172,145,1497,161,58,1144,6252,165282,880,96238,61401,La Mesa,CA
91942,38069,24623,2394,144,2030,150,121,1377,7230,79399,885,36087,31095,La Mesa,CA
91945,25460,8821,3312,109,1551,246,38,902,10481,10802,200,7282,3289,Lemon Grove,CA
91948,78,76,0,0,1,0,0,0,1,175,2,0,175,Mount Laguna,CA
91950,60322,7074,2631,173,10440,431,49,1136,38388,20666,248,4256,11697,National City,CA
91962,1646,1399,6,7,15,1,4,39,175,1398,31,513,585,Pine Valley,CA
91963,1118,369,2,6,3,11,0,21,706,450,4,0,450,Potrero,CA
91977,58368,19524,6950,185,4449,558,104,2370,24228,26944,433,15674,9424,Spring Valley,CA
91978,8896,4777,755,41,430,42,28,351,2472,2638,82,1087,1030,Spring Valley,CA
91980,165,31,0,1,0,0,0,1,132,441,12,391,50,Tecate,CA
92003,4746,3201,68,19,176,5,14,132,1131,10069,144,-2184,7476,Bonsall,CA
92004,3881,2339,15,33,19,1,1,31,1442,7249,91,5589,1050,Borrego Springs,CA
92007,10429,8454,41,43,320,16,32,271,1252,70060,492,46397,10077,Cardiff By the Sea,CA
92008,27649,20193,286,102,1078,56,52,696,5186,252441,875,70398,138188,Carlsbad,CA
92009,40747,31351,474,73,3149,57,84,1309,4250,229022,1327,99483,93570,Carlsbad,CA
92010,14382,10351,224,49,1218,39,35,487,1979,109996,535,45251,8625,Carlsbad,CA
92011,22405,16868,247,47,1887,30,64,708,2554,139214,908,50964,64140,Carlsbad,CA
92014,13154,11271,72,10,774,7,46,311,663,461814,1539,247600,137260,Del Mar,CA
92019,42598,30063,1423,274,1355,85,69,1577,7752,114191,736,40026,58823,El Cajon,CA
92020,57767,33719,3358,264,1941,287,139,2573,15486,86757,607,22350,52566,El Cajon,CA
92021,65068,39657,3353,332,1807,263,138,2633,16885,40611,451,11747,22413,El Cajon,CA
92024,49121,38452,275,116,1971,65,152,1197,6893,370479,2299,238049,77017,Encinitas,CA
92025,49978,18148,990,205,1980,94,78,824,27659,105982,638,24894,56270,Escondido,CA
92026,48922,25711,1056,206,3525,88,70,1095,17171,121057,812,24592,59498,Escondido,CA
92027,53881,21359,1052,199,3140,135,73,988,26935,42567,871,15508,22596,Escondido,CA
92028,46239,26378,570,160,1095,103,66,892,16975,124015,1245,38065,50128,Fallbrook,CA
92029,19021,12884,280,58,1380,23,31,478,3887,223986,617,134910,47686,Escondido,CA
92036,3440,2835,36,41,20,3,4,45,456,4741,131,3835,215,Julian,CA
92037,46781,32708,520,45,7472,41,155,1514,4326,1800375,3847,924310,659704,La Jolla,CA
92040,41281,30874,544,781,651,114,28,1144,7145,56899,497,23209,25980,Lakeside,CA
92054,40375,20914,1365,184,1358,355,79,1223,14897,89251,712,28724,40125,Oceanside,CA
92055,15655,10858,914,150,448,126,32,270,2857,0,0,0,0,Camp Pendleton,CA
92056,51835,29018,1706,179,3215,517,114,1610,15476,73645,929,36491,21804,Oceanside,CA
92057,54096,23787,2865,130,4503,779,88,2035,19909,89398,1060,26452,51736,Oceanside,CA
92058,42436,19427,2962,373,2125,504,105,1858,15082,6415,140,2813,2604,Oceanside,CA
92059,1618,303,11,558,9,4,1,49,683,5250,2,250,5000,Pala,CA
92060,218,197,0,4,0,2,0,8,7,797,15,-100,895,Palomar Mountain,CA
92061,2499,978,13,510,31,2,8,43,914,7180,26,125,5920,Pauma Valley,CA
92064,47904,33106,722,150,4763,101,78,1468,7516,245930,1347,63492,104647,Poway,CA
92065,35414,25401,229,237,495,87,43,719,8203,53979,652,15710,17878,Ramona,CA
92066,378,292,10,2,7,0,0,13,54,1119,5,119,1000,Ranchita,CA
92067,9535,8170,60,9,439,7,22,192,636,1242013,1315,242326,711798,Rancho Santa Fe,CA
92069,46369,18871,943,167,3860,192,110,1111,21115,80785,464,35493,34272,San Marcos,CA
92070,1245,670,6,382,11,0,0,22,154,2821,34,1581,335,Santa Ysabel,CA
92071,53422,39315,971,290,1976,232,81,1857,8700,102834,592,20588,51464,Santee,CA
92075,12056,9263,49,28,447,19,23,232,1995,224284,685,62740,105952,Solana Beach,CA
92078,42906,26201,851,110,3598,101,95,1451,10499,158505,985,70290,53499,San Marcos,CA
92081,27404,16827,919,96,1866,116,87,939,6554,50763,620,24003,22499,Vista,CA
92082,19037,11360,113,981,480,35,36,457,5575,37573,441,13820,17308,Valley Center,CA
92083,36975,10947,1040,136,1142,315,50,853,22492,36200,394,11135,10169,Vista,CA
92084,47654,21513,1123,178,1339,250,78,1113,22060,98449,980,36507,47965,Vista,CA
92086,1573,1081,25,113,36,0,2,38,278,3715,29,1450,1515,Warner Springs,CA
92091,1048,944,5,2,37,0,1,19,40,59427,186,7342,46841,Rancho Santa Fe,CA
92101,37095,22123,3313,204,2702,91,104,1108,7450,554235,3281,215038,164222,San Diego,CA
92102,43267,8160,4285,103,2472,143,91,774,27239,41448,481,33343,3826,San Diego,CA
92103,31066,22977,807,107,1779,63,79,866,4388,428150,2757,317563,66841,San Diego,CA
92104,44414,20572,3868,190,2452,164,132,1468,15568,158296,1684,140074,8150,San Diego,CA
92105,69813,8121,9441,167,12569,228,133,1434,37720,24459,582,19760,1600,San Diego,CA
92106,19330,15367,503,69,608,56,73,536,2118,328907,1155,135598,135606,San Diego,CA
92107,28651,23393,470,117,703,55,135,786,2992,108217,1124,76829,22374,San Diego,CA
92108,18858,11377,1080,69,2107,95,60,789,3281,201439,563,38863,64106,San Diego,CA
92109,45787,36530,575,123,1488,100,180,1240,5551,176711,1394,70797,86998,San Diego,CA
92110,25341,16958,1199,76,1331,100,119,940,4618,78206,712,41460,28552,San Diego,CA
92111,45096,19793,2420,171,8217,231,126,1629,12509,71599,775,26129,21897,San Diego,CA
92113,56066,4932,7076,135,1730,269,77,804,41043,14515,111,7659,5800,San Diego,CA
92114,65433,5687,14666,148,15287,729,99,2050,26767,12308,345,9764,2274,San Diego,CA
92115,58560,24314,6068,171,8325,219,166,1959,17338,84347,1209,60884,12571,San Diego,CA
92116,31680,17559,2440,119,1486,97,94,1069,8816,145840,1854,103160,15238,San Diego,CA
92117,51332,32065,1003,160,4674,198,133,1797,11302,113912,1181,60987,30671,San Diego,CA
92118,23575,17180,1401,145,838,90,36,704,3181,170625,800,81565,69990,Coronado,CA
92119,23057,16802,823,78,1190,109,51,769,3235,51643,568,18762,26433,San Diego,CA
92120,26317,18924,936,92,1599,75,57,929,3705,92442,829,41056,33878,San Diego,CA
92121,4179,2135,54,4,1414,5,10,158,399,213404,881,23684,67340,San Diego,CA
92122,43728,23716,639,56,13549,72,141,1473,4082,216862,1947,128857,44341,San Diego,CA
92123,26823,13791,2275,154,3778,193,76,1364,5192,156164,706,30833,36455,San Diego,CA
92124,30443,18524,1885,128,3047,160,75,1747,4877,67650,757,29512,25942,San Diego,CA
92126,73343,23737,3166,197,31903,492,208,3443,10197,72154,973,32466,29444,San Diego,CA
92127,39337,21981,917,67,10623,93,111,1816,3729,223527,1143,67844,107029,San Diego,CA
92128,47490,30414,1046,93,10050,96,77,1707,4007,276837,1564,129637,76463,San Diego,CA
92129,51536,27041,1254,93,15341,139,125,2482,5061,102930,811,29885,31640,San Diego,CA
92130,48940,30668,394,53,12216,37,130,1750,3692,553738,1628,218707,250146,San Diego,CA
92131,32787,20577,707,73,7212,58,92,1303,2765,204002,1100,118629,35773,San Diego,CA
92132,0,0,0,0,0,0,0,0,0,0,0,0,0,San Diego,CA
92134,198,102,28,3,21,0,0,10,34,0,0,0,0,San Diego,CA
92135,571,409,57,1,18,0,0,12,74,0,0,0,0,San Diego,CA
92139,35125,4639,4412,55,11004,417,75,1403,13120,16016,260,9012,6060,San Diego,CA
92140,3435,2400,141,45,87,16,8,94,644,100,1,0,100,San Diego,CA
92145,1449,705,63,0,446,6,3,66,160,300,1,0,0,San Diego,CA
92147,559,384,56,1,27,3,2,11,75,0,0,0,0,San Diego,CA
92154,79708,10296,4169,157,10389,272,250,1785,52390,95271,447,17617,68689,San Diego,CA
92155,550,324,69,5,28,3,2,20,99,0,0,0,0,San Diego,CA
92173,29429,810,343,17,617,42,14,150,27436,9892,263,6324,1569,San Ysidro,CA
92201,61827,12680,1234,137,874,25,73,434,46370,334702,314,10925,14538,Indio,CA
92203,25605,12901,510,107,857,25,29,357,10819,128163,398,18016,102483,Indio,CA
92210,4677,4330,26,20,76,2,1,40,182,309256,496,38014,184997,Indian Wells,CA
92211,24294,19647,406,57,763,28,39,287,3067,90136,681,39113,36167,Palm Desert,CA
92220,31638,13775,2051,841,1567,43,34,698,12629,52893,470,8824,39100,Banning,CA
92222,45,19,0,0,0,0,0,0,26,243,9,243,0,Bard,CA
92223,43605,20713,2219,364,2846,71,73,989,16330,32375,410,16063,12184,Beaumont,CA
92225,24310,7271,3179,174,298,29,168,255,12936,9922,62,450,3947,Blythe,CA
92227,26234,4203,377,92,247,20,17,181,21097,37385,185,5781,22706,Brawley,CA
92230,2550,1075,132,59,38,14,0,89,1143,4930,24,0,4630,Cabazon,CA
92231,39073,696,51,26,418,1,44,34,37803,5914,138,4564,1305,Calexico,CA
92233,8099,1093,1604,51,78,21,18,60,5174,50,1,0,50,Calipatria,CA
92234,51151,16485,1108,228,2448,47,69,683,30083,63948,1031,53959,3310,Cathedral City,CA
92236,41083,968,140,56,169,13,29,115,39593,12053,39,4228,5685,Coachella,CA
92239,223,167,1,0,3,0,0,7,45,2250,5,0,0,Desert Center,CA
92240,34722,11815,2134,193,689,72,29,619,19171,16554,185,12781,2148,Desert Hot Springs,CA
92241,8803,5089,100,49,73,9,11,96,3376,11843,167,2576,8757,Desert Hot Springs,CA
92242,1539,1236,15,47,2,1,0,55,183,0,0,0,0,Earp,CA
92243,48030,7132,959,113,871,23,60,336,38536,31268,322,9993,14831,El Centro,CA
92249,7334,179,21,8,43,0,2,21,7060,500,1,0,500,Heber,CA
92250,8285,1867,25,13,49,3,1,51,6276,19913,41,14,17949,Holtville,CA
92251,21583,4291,1822,59,350,9,29,148,14875,4752,51,410,2230,Imperial,CA
92252,9647,7246,257,81,124,17,12,319,1591,12143,313,8172,4042,Joshua Tree,CA
92253,37262,23583,599,97,1088,25,62,591,11217,158300,929,60116,71292,La Quinta,CA
92254,12768,222,25,18,31,6,12,12,12442,11423,38,1923,1000,Mecca,CA
92256,3588,2840,38,50,34,4,5,86,531,9253,183,7467,1151,Morongo Valley,CA
92257,2326,1199,82,25,42,0,7,28,943,140,4,140,0,Niland,CA
92258,861,173,55,5,7,0,0,6,615,100,1,0,0,North Palm Springs,CA
92259,390,288,1,2,5,0,0,1,93,0,0,0,0,Ocotillo,CA
92260,31753,21621,436,98,926,26,45,406,8195,228544,1162,70182,142871,Palm Desert,CA
92262,26179,14939,1460,190,1007,27,54,509,7993,290423,1396,189582,73604,Palm Springs,CA
92264,19383,13962,413,91,921,33,16,297,3650,274763,1799,191989,63322,Palm Springs,CA
92266,234,171,1,5,1,0,0,11,45,0,0,0,0,Palo Verde,CA
92267,126,112,0,1,0,0,0,0,13,0,0,0,0,Parker Dam,CA
92268,574,523,8,2,3,0,1,16,21,74,3,54,0,Pioneertown,CA
92270,17220,14067,235,61,639,13,30,211,1964,282641,1215,168827,69409,Rancho Mirage,CA
92273,1823,192,21,0,17,2,1,26,1564,175,4,0,175,Seeley,CA
92274,19801,1527,77,183,132,8,18,109,17747,2355,8,1000,1105,Thermal,CA
92275,1506,640,39,12,32,0,1,19,763,69,3,69,0,Salton City,CA
92276,7585,3212,80,33,110,8,15,85,4042,5563,75,4412,1151,Thousand Palms,CA
92277,23911,14731,1746,209,855,318,40,1176,4836,12502,246,8086,4151,Twentynine Palms,CA
92278,3846,2515,243,59,130,16,3,92,788,280,8,280,0,Twentynine Palms,CA
92280,14,7,3,2,0,0,0,1,1,0,0,0,0,Vidal,CA
92281,2432,311,9,6,7,0,2,15,2082,0,0,0,0,Westmorland,CA
92282,1239,743,51,26,25,0,1,23,370,542,3,42,500,Whitewater,CA
92283,3158,637,48,1184,11,0,1,102,1175,665,3,0,665,Winterhaven,CA
92284,25095,18725,649,177,487,43,35,595,4384,279010,325,7740,15187,Yucca Valley,CA
92285,2632,2066,20,39,25,1,2,56,423,3420,113,1035,250,Landers,CA
92301,32725,5816,6241,106,530,178,105,775,18974,2847,50,952,900,Adelanto,CA
92304,17,3,0,0,0,0,0,4,10,0,0,0,0,Amboy,CA
92305,535,422,0,3,5,1,1,14,89,300,3,0,300,Angelus Oaks,CA
92307,37630,21904,3156,195,893,136,80,1115,10151,33075,355,7944,18499,Apple Valley,CA
92308,39837,22353,3084,221,1151,137,54,1027,11810,21100,398,7963,11004,Apple Valley,CA
92309,763,212,1,6,10,14,4,6,510,0,0,0,0,Baker,CA
92310,8845,4567,1008,67,379,110,30,423,2261,289,11,284,0,Fort Irwin,CA
92311,31894,12260,3525,384,820,308,29,1111,13457,14918,203,10174,3252,Barstow,CA
92313,12025,5575,637,42,735,21,35,272,4708,9057,63,5140,2011,Grand Terrace,CA
92314,10162,7697,64,92,81,14,16,258,1940,3010,39,1110,1395,Big Bear City,CA
92315,5094,3742,21,37,72,10,9,118,1085,10027,156,2751,5088,Big Bear Lake,CA
92316,30830,4439,1195,84,433,52,39,283,24305,15998,57,1635,11850,Bloomington,CA
92320,7788,5678,75,67,83,9,5,131,1740,10183,101,1297,6761,Calimesa,CA
92321,1522,961,3,3,13,8,0,42,492,1151,27,375,736,Cedar Glen,CA
92322,1257,988,4,7,13,2,2,67,174,2422,54,833,1325,Cedarpines Park,CA
92324,56505,7903,4771,137,2575,137,100,919,39963,28164,181,16887,10425,Colton,CA
92325,9391,7223,87,92,77,11,14,310,1577,45274,387,9584,22645,Crestline,CA
92327,632,420,7,51,3,4,1,11,135,0,0,0,0,Daggett,CA
92328,445,360,7,16,2,4,2,6,48,1060,2,0,1060,Death Valley,CA
92332,65,39,2,5,0,0,0,0,19,0,0,0,0,Essex,CA
92333,472,425,0,0,5,3,0,5,34,3735,16,100,3615,Fawnskin,CA
92335,95397,10863,3974,189,1380,291,104,662,77934,27168,246,14250,10379,Fontana,CA
92336,88419,16982,11028,203,9129,170,197,1875,48835,61376,661,43372,13918,Fontana,CA
92337,37849,4373,3740,100,2398,61,72,527,26578,12887,220,8463,1470,Fontana,CA
92338,12,10,0,0,0,0,0,0,2,0,0,0,0,Ludlow,CA
92339,885,711,5,8,11,0,5,38,107,1385,9,875,0,Forest Falls,CA
92341,410,348,0,2,2,0,0,8,50,770,8,120,0,Green Valley Lake,CA
92342,6379,4401,332,36,209,15,9,140,1237,3635,76,1260,1923,Helendale,CA
92344,20769,8967,1315,105,791,51,43,378,9119,9273,159,5586,1482,Hesperia,CA
92345,78715,33828,3787,378,1139,178,138,1470,37797,25336,331,10905,10874,Hesperia,CA
92346,54923,20492,6168,273,3946,171,74,1493,22306,75496,487,28300,42589,Highland,CA
92347,1692,903,48,17,15,1,3,26,679,550,11,0,0,Hinkley,CA
92352,8004,6186,62,35,89,11,10,195,1416,38220,246,16099,10867,Lake Arrowhead,CA
92354,21559,7642,1730,51,6424,135,66,721,4790,28237,340,10675,12068,Loma Linda,CA
92356,6455,4298,187,75,106,6,2,173,1608,5432,60,1119,3915,Lucerne Valley,CA
92358,707,557,6,2,23,0,0,18,101,343,12,343,0,Lytle Creek,CA
92359,8103,4291,352,47,294,20,23,211,2865,5131,60,1506,3108,Mentone,CA
92363,5321,3357,94,470,36,6,2,191,1165,3635,51,1695,740,Needles,CA
92364,90,54,2,3,1,0,4,4,22,110,2,100,0,Nipton,CA
92365,2637,1790,77,9,31,19,4,57,650,2151,32,626,1525,Newberry Springs,CA
92368,1113,459,10,11,14,0,0,29,590,1000,2,0,1000,Oro Grande,CA
92371,16763,10474,282,79,547,34,28,397,4922,7043,122,497,4036,Phelan,CA
92372,6220,4376,52,26,170,2,7,124,1463,5161,83,1951,2895,Pinon Hills,CA
92373,33423,21448,1336,124,2892,65,77,972,6509,288664,1482,129200,123599,Redlands,CA
92374,40267,17983,2367,122,2919,152,68,1020,15636,102664,488,58152,33056,Redlands,CA
92376,81516,8608,11941,201,1425,258,146,1073,57864,7392,89,3708,1650,Rialto,CA
92377,19989,4166,4073,47,609,92,41,415,10546,11119,165,5874,2484,Rialto,CA
92378,183,125,1,0,4,1,0,6,46,877,13,727,150,Rimforest,CA
92382,5268,4208,25,35,56,7,11,193,733,8071,83,6992,989,Running Springs,CA
92384,36,32,1,1,1,0,0,1,0,27,1,27,0,Shoshone,CA
92385,313,267,9,0,5,4,4,2,22,4025,33,0,1055,Skyforest,CA
92386,2270,1730,8,35,17,3,2,77,398,6959,85,830,6124,Sugarloaf,CA
92389,156,121,1,8,2,0,0,16,8,50,3,30,0,Tecopa,CA
92391,2534,1622,16,23,27,4,2,83,757,3283,15,263,2695,Twin Peaks,CA
92392,54858,17344,7425,238,2153,195,132,1603,25768,10203,137,5293,3854,Victorville,CA
92394,33237,7289,6842,358,1333,133,78,993,16211,5638,67,2409,2030,Victorville,CA
92395,42400,16565,5045,225,1366,112,102,1229,17756,92289,321,50600,40144,Victorville,CA
92397,4894,4069,35,25,57,7,5,108,588,15911,119,6060,3463,Wrightwood,CA
92398,1379,921,33,17,30,2,3,25,348,1100,2,1000,0,Yermo,CA
92399,52606,34793,805,264,1377,63,88,1090,14126,78239,581,22424,44873,Yucaipa,CA
92401,1932,242,412,17,42,1,2,37,1179,19246,27,3186,15800,San Bernardino,CA
92404,58271,14287,8619,261,1422,191,105,1257,32129,51420,384,23155,18523,San Bernardino,CA
92405,28873,5814,3607,144,342,76,43,549,18298,10990,123,6911,950,San Bernardino,CA
92407,56689,14913,7025,213,2228,111,150,1273,30776,26151,200,8401,15670,San Bernardino,CA
92408,15271,2510,1862,82,2253,56,68,353,8087,40135,141,17968,9855,San Bernardino,CA
92410,49410,4724,5944,166,1303,168,52,697,36356,4477,22,1981,2499,San Bernardino,CA
92411,26214,916,4386,79,536,147,26,237,19887,6218,24,3441,1940,San Bernardino,CA
92501,20970,6606,1894,110,884,94,30,487,10865,95778,337,22132,65290,Riverside,CA
92503,84519,24537,3794,362,5110,297,153,1467,48799,43288,437,28646,10373,Riverside,CA
92504,53778,21137,3014,239,1893,144,101,1159,26091,69812,596,20569,37344,Riverside,CA
92505,47672,12832,2548,203,3252,249,101,892,27595,21230,227,9663,7946,Riverside,CA
92506,44001,25598,2277,188,1965,94,69,1088,12722,294540,1427,86656,167312,Riverside,CA
92507,58002,14552,5662,193,8686,188,169,1530,27022,83556,743,57203,14775,Riverside,CA
92508,35000,16458,2957,98,3807,82,71,1074,10453,49432,283,12003,17107,Riverside,CA
92509,75196,18967,2559,245,1823,190,120,885,50407,29593,250,9358,13704,Riverside,CA
92518,1162,751,167,6,35,2,0,29,172,3480,143,246,2834,March Air Reserve Base,CA
92530,50216,19809,1786,216,1224,130,99,1149,25803,24654,267,12420,6845,Lake Elsinore,CA
92532,18644,7952,1132,58,1971,48,30,554,6899,11802,231,5878,3848,Lake Elsinore,CA
92536,3810,2788,30,46,54,7,10,97,778,6410,121,3226,3134,Aguanga,CA
92539,4734,3188,33,188,46,4,11,105,1159,4413,89,2230,1370,Anza,CA
92543,33555,15830,1938,238,512,93,51,788,14105,19353,142,6579,10216,Hemet,CA
92544,44734,26174,1581,433,771,81,34,946,14714,80848,660,14605,60844,Hemet,CA
92545,39457,21909,2307,238,1561,129,41,1078,12194,28241,550,4951,18210,Hemet,CA
92548,6643,2993,115,36,52,20,5,98,3324,1673,57,888,735,Homeland,CA
92549,3926,3129,32,24,134,4,2,113,488,10726,252,9523,686,Idyllwild,CA
92551,30815,4029,5721,79,1711,154,67,733,18321,2831,57,1331,1225,Moreno Valley,CA
92553,73722,9950,11334,195,3438,454,131,1631,46589,13145,213,7506,4093,Moreno Valley,CA
92555,39076,9113,7582,121,3733,174,114,1191,17048,18362,383,12340,4931,Moreno Valley,CA
92557,50320,13730,8566,184,2552,214,76,1509,23489,20465,277,15071,3807,Moreno Valley,CA
92561,1661,1346,11,72,15,0,2,26,189,1164,50,1015,150,Mountain Center,CA
92562,62079,38051,2470,220,4056,176,83,2026,14997,87898,986,28074,46552,Murrieta,CA
92563,53892,26304,3462,227,6819,217,92,2218,14553,27105,516,15571,7950,Murrieta,CA
92567,9459,3850,125,63,90,20,17,132,5162,4364,59,115,1651,Nuevo,CA
92570,53697,11067,3891,163,842,90,87,725,36832,25670,181,10564,5601,Perris,CA
92571,52516,5544,6241,95,1999,200,128,978,37331,7320,97,3839,3300,Perris,CA
92582,15649,5156,1227,117,749,34,32,413,7921,11242,64,1362,5320,San Jacinto,CA
92583,30236,11324,1487,640,538,69,32,663,15483,50844,105,4470,45666,San Jacinto,CA
92584,43400,22904,2379,155,2979,172,70,1467,13274,20092,270,4816,9259,Menifee,CA
92585,17797,7658,791,68,674,58,28,400,8120,12909,87,9790,1803,Sun City,CA
92586,19815,13167,965,100,575,52,39,374,4543,20924,332,9310,6789,Sun City,CA
92587,16675,11001,262,63,274,53,29,357,4636,24118,239,8239,11019,Quail Valley,CA
92590,3660,2046,50,13,194,2,2,85,1268,84610,166,17740,40586,Temecula,CA
92591,38272,21890,1520,185,3288,115,56,1248,9970,51340,521,15731,20751,Temecula,CA
92592,72492,43127,2474,764,6914,232,117,2757,16107,152576,980,55819,70090,Temecula,CA
92595,29851,16394,915,179,1373,50,52,867,10021,17006,277,5323,7315,Wildomar,CA
92596,23172,11686,1333,113,2353,112,25,959,6591,19350,203,3437,13653,Winchester,CA
92602,22871,8408,424,11,10638,39,37,1056,2258,75581,279,43135,19195,Irvine,CA
92603,20184,10961,140,10,7046,14,45,875,1093,429863,809,114934,262304,Irvine,CA
92604,26853,13931,405,28,8428,46,92,1000,2923,74489,637,35775,25245,Irvine,CA
92606,21495,7904,440,28,9806,26,51,1054,2186,118318,467,57197,46523,Irvine,CA
92610,11248,6825,172,28,2165,14,15,508,1521,22029,203,9672,6458,Foothill Ranch,CA
92612,27522,13713,506,29,9554,41,64,1257,2358,431934,1004,168878,143309,Irvine,CA
92614,24748,11857,445,28,8694,37,67,1332,2288,605547,1025,115083,283461,Irvine,CA
92617,14044,5182,231,13,6143,8,62,686,1719,81919,501,40086,19547,Irvine,CA
92618,16366,7476,285,25,6085,38,46,694,1717,712730,864,123270,216314,Irvine,CA
92620,38486,16471,622,30,16377,46,90,1723,3127,184882,806,117972,39270,Irvine,CA
92624,7248,5339,45,27,203,8,11,191,1424,46042,318,6479,25372,Capistrano Beach,CA
92625,12478,10970,46,20,588,12,17,216,609,765386,1086,201944,376316,Corona del Mar,CA
92626,49341,27795,855,130,6326,274,104,1499,12358,456334,2133,84701,183094,Costa Mesa,CA
92627,61510,29871,502,136,2201,216,143,1261,27180,206512,1037,62714,97456,Costa Mesa,CA
92629,25756,19864,208,81,822,29,50,515,4187,258668,917,105742,122153,Dana Point,CA
92630,59182,32708,905,157,7155,146,141,1595,16375,95754,934,36583,42700,Lake Forest,CA
92637,16012,13418,104,18,1613,10,20,180,649,79262,1283,39674,28366,Laguna Woods,CA
92646,55224,40422,376,156,5885,169,105,1779,6332,139657,1466,64969,45198,Huntington Beach,CA
92647,57245,31017,764,170,7291,232,102,1871,15798,125108,830,45708,54292,Huntington Beach,CA
92648,45317,32522,297,114,4642,112,106,1394,6130,255903,1465,94763,112781,Huntington Beach,CA
92649,32463,23858,202,92,3019,82,82,951,4177,253618,954,55802,167364,Huntington Beach,CA
92651,23881,20521,169,38,831,13,52,561,1696,900565,2454,364696,389079,Laguna Beach,CA
92653,29291,17918,359,53,3586,40,59,1024,6252,213542,913,78158,95525,Laguna Hills,CA
92655,8337,1667,57,24,3940,38,10,151,2450,1213,26,1261,0,Midway City,CA
92656,49046,30521,905,81,7106,80,140,2060,8153,175988,1006,53914,76399,Aliso Viejo,CA
92657,9741,7043,45,4,1697,2,24,417,509,1007318,844,368199,516585,Newport Coast,CA
92660,34797,28498,249,66,2610,31,64,775,2504,2549468,2953,380776,1503875,Newport Beach,CA
92661,3744,3335,30,7,65,8,7,59,233,92403,167,31628,47156,Newport Beach,CA
92662,2756,2552,10,9,35,0,2,28,120,102231,209,27365,67530,Newport Beach,CA
92663,21649,17741,186,46,915,42,51,468,2200,604984,1185,132116,394552,Newport Beach,CA
92672,34464,25536,186,133,923,54,52,789,6791,198291,990,57097,111428,San Clemente,CA
92673,29309,22907,178,62,1352,24,37,813,3936,155130,576,50347,69122,San Clemente,CA
92675,34731,19403,146,156,956,31,43,570,13426,340291,960,92124,159811,San Juan Capistrano,CA
92676,1945,1637,3,11,68,2,5,56,163,21881,97,20841,1012,Silverado,CA
92677,63297,45927,698,117,5400,79,120,2151,8805,766964,2054,167255,441052,Laguna Niguel,CA
92678,494,405,5,5,4,0,4,13,58,974,30,553,427,Trabuco Canyon,CA
92679,32611,25504,339,51,2188,47,59,1033,3390,267531,737,86218,130728,Trabuco Canyon,CA
92683,89747,23036,701,132,42398,324,113,1867,21176,89546,691,50277,23714,Westminster,CA
92688,43792,28120,760,80,4414,85,89,1507,8737,108351,575,18132,70895,Rancho Santa Margarita,CA
