"ZCTA","Total","White","Black","AmInd or Alaskan Native","Asian","PacIslander or HI Native","Other Race","Mixed","Hispanic","Total Contribs","Number Contribs","To Dems","To Repubs","Name","State"
"01561","330","169","101","2","4","0","4","1","49","1802","58","380","1394","South Lancaster","MA"
"01562","11688","11061","61","20","79","5","10","117","335","12495","76","1985","4200","Spencer","MA"
"01564","7808","7441","52","13","67","5","5","67","158","19579","276","7007","4073","Sterling","MA"
"01566","6294","5874","37","9","143","0","7","58","166","26611","251","11041","13435","Sturbridge","MA"
"01568","7480","7047","52","4","162","1","6","89","119","12256","155","8351","2164","Upton","MA"
"01569","13569","12859","105","7","140","2","24","173","259","30678","120","25494","1882","Uxbridge","MA"
"01570","16767","14658","420","46","178","0","51","266","1148","17955","114","6869","6540","Webster","MA"
"01571","11390","10682","118","13","93","1","19","134","330","6957","77","1882","3171","Dudley","MA"
"01581","18272","13723","231","26","3181","4","88","302","717","223184","482","21044","158290","Westborough","MA"
"01583","7591","6712","338","17","63","2","13","42","404","8073","187","5458","1110","West Boylston","MA"
"01585","4554","4370","31","4","24","0","1","48","76","9219","55","1024","7345","West Brookfield","MA"
"01588","9733","9116","66","11","97","1","7","123","312","18096","121","6255","4260","Whitinsville","MA"
"01590","8875","8516","38","3","84","8","8","103","115","29595","176","5243","19840","Sutton","MA"
"01602","22819","17489","1688","32","1044","2","105","491","1968","31977","548","27802","476","Worcester","MA"
"01603","19916","10330","1987","50","2096","6","94","428","4925","11929","156","5758","5850","Worcester","MA"
"01604","34677","21914","3474","49","2064","23","456","874","5823","14680","132","6798","1320","Worcester","MA"
"01605","26221","12655","3893","70","1169","3","187","655","7589","38871","225","10276","14644","Worcester","MA"
"01606","19077","14870","1473","46","703","5","66","412","1502","24443","319","15034","685","Worcester","MA"
"01607","8351","4652","1409","16","433","1","57","163","1620","4346","45","2821","0","Worcester","MA"
"01608","3888","1052","537","16","207","0","18","72","1986","6827","27","4287","750","Worcester","MA"
"01609","22421","14609","1666","65","1352","7","163","476","4083","99502","605","46126","22677","Worcester","MA"
"01610","23945","10508","2370","83","1854","5","149","649","8327","8209","96","6734","0","Worcester","MA"
"01611","2242","1932","111","2","32","6","0","37","122","2608","12","2473","0","Cherry Valley","MA"
"01612","4845","4484","92","3","62","1","3","49","151","6928","79","3513","1950","Paxton","MA"
"01701","31217","25187","1133","32","1987","3","639","629","1607","125895","912","70157","37159","Framingham","MA"
"01702","37206","19504","2320","72","2330","15","3434","1968","7563","72077","580","33316","9506","Framingham","MA"
"01718","469","300","2","2","138","0","1","10","16","604","26","204","395","Village of Nagog Woods","MA"
"01719","4996","3940","24","1","813","1","14","90","113","22459","200","10977","6591","Boxborough","MA"
"01720","21361","16175","225","11","3915","3","158","330","544","132657","1283","103069","6596","Acton","MA"
"01721","16593","13530","369","16","1450","0","236","252","740","36631","431","26348","4827","Ashland","MA"
"01730","13221","11116","279","17","1249","3","10","212","335","111818","877","73726","13256","Bedford","MA"
"01731","1396","922","132","6","42","3","2","76","213","312","9","312","0","Hanscom AFB","MA"
"01740","4897","4577","22","7","130","1","3","70","87","22500","267","16544","3250","Bolton","MA"
"01741","4852","4257","14","1","380","1","10","89","100","78072","583","54247","11417","Carlisle","MA"
"01742","17726","15452","652","8","717","0","32","212","653","1070801","2070","671736","266689","Concord","MA"
"01745","397","345","1","0","24","0","7","7","13","3734","10","3100","0","Fayville","MA"
"01746","13547","12645","117","12","331","2","61","133","246","57841","184","23240","26915","Holliston","MA"
"01747","5911","5561","36","4","101","1","18","63","127","9528","95","4442","3376","Hopedale","MA"
"01748","14925","13687","122","8","654","0","28","159","267","69263","339","26239","21889","Hopkinton","MA"
"01749","19063","16945","276","13","426","0","250","339","814","84254","542","48763","19728","Hudson","MA"
"01752","38499","28953","981","52","1927","16","1383","1013","4174","65460","664","23887","16974","Marlborough","MA"
"01754","10106","9110","159","12","274","1","52","121","377","25387","540","14361","10499","Maynard","MA"
"01756","5839","5631","17","2","57","2","5","52","73","7941","139","5779","1064","Mendon","MA"
"01757","28061","23162","535","33","674","2","716","624","2315","30046","360","14061","6721","Milford","MA"
"01760","32786","28015","637","28","2359","9","170","586","982","120312","1151","69861","14717","Natick","MA"
"01770","4119","3845","16","1","137","0","10","53","57","52772","227","29954","11450","Sherborn","MA"
"01772","9370","8060","79","13","789","0","29","141","259","153165","226","95204","27165","Southborough","MA"
"01773","5112","4453","96","4","306","3","19","105","126","344795","1211","240519","71734","Lincoln","MA"
"01775","6590","6079","44","9","213","0","10","113","122","36105","234","19298","13675","Stow","MA"
"01776","17659","15779","137","6","1040","6","52","289","350","295118","1039","136639","101270","Sudbury","MA"
"01778","13109","11190","104","4","1285","2","21","185","318","817323","1072","190076","107606","Wayland","MA"
"01801","38903","31693","1582","47","2891","2","330","598","1760","72709","951","36503","8782","Woburn","MA"
"01803","24487","19381","787","32","3266","5","83","355","578","70603","502","28741","10955","Burlington","MA"
"01810","33201","27698","343","15","3415","8","73","453","1196","413408","1449","182739","79704","Andover","MA"
"01821","30310","26994","485","31","1703","4","63","369","661","50523","395","26496","4366","Billerica","MA"
"01824","24911","21922","223","24","1973","2","25","275","467","80994","831","39094","9196","Chelmsford","MA"
"01826","29422","25937","689","32","1176","3","96","345","1144","27029","270","8492","14993","Dracut","MA"
"01827","3179","2993","6","3","97","4","0","32","44","10308","55","3460","2514","Dunstable","MA"
"01830","25137","19847","589","41","368","4","85","379","3824","38449","289","19128","6435","Haverhill","MA"
"01832","22060","16538","638","31","383","2","53","369","4046","19709","152","13362","4664","Haverhill","MA"
"01833","8183","7832","37","7","76","0","4","84","143","14583","167","11422","2311","Georgetown","MA"
"01834","6459","6230","28","3","59","2","4","48","85","12437","90","8622","2210","Groveland","MA"
"01835","13682","12009","306","10","220","2","19","155","961","8315","165","6941","1200","Haverhill","MA"
"01840","4733","726","139","9","35","1","15","19","3789","4874","41","3811","13","Lawrence","MA"
"01841","47225","7136","968","101","497","1","155","279","38088","5052","108","3697","1365","Lawrence","MA"
"01843","24425","7776","615","20","1224","0","83","216","14491","7546","94","2211","3570","Lawrence","MA"
"01844","47249","35386","935","68","1741","1","111","481","8526","26632","386","18448","3087","Methuen","MA"
"01845","28352","24355","427","22","1783","3","32","332","1398","123761","725","55547","49695","North Andover","MA"
"01850","15237","8413","1261","12","1363","4","158","375","3651","5922","246","5735","100","Lowell","MA"
"01851","30190","11970","1775","17","11452","13","410","733","3820","29677","196","12969","7420","Lowell","MA"
"01852","33508","20545","1941","63","3678","10","706","751","5814","96047","472","51078","25691","Lowell","MA"
"01854","27606","15367","1392","45","4844","7","280","555","5116","18495","315","10675","2656","Lowell","MA"
"01860","6338","6067","36","8","41","0","3","68","115","12552","185","8595","3832","Merrimac","MA"
"01862","10227","8844","343","19","484","4","11","137","385","6565","54","3985","2575","North Billerica","MA"
"01863","8891","7533","115","6","864","0","15","139","219","20408","235","13879","6472","North Chelmsford","MA"
"01864","14892","13991","84","16","397","0","24","149","231","75703","363","24946","37125","North Reading","MA"
"01867","23956","22306","138","9","908","6","21","226","342","71753","605","29603","20698","Reading","MA"
"01876","28667","26616","305","25","784","1","49","296","591","93888","531","21057","29164","Tewksbury","MA"
"01879","11305","10250","118","9","531","0","9","123","265","31801","173","7424","19664","Tyngsboro","MA"
"01880","24733","23041","211","22","623","0","24","251","561","133811","523","75681","14361","Wakefield","MA"
"01886","21951","18425","74","12","2761","1","31","314","333","76735","631","50002","16443","Westford","MA"
"01887","22325","20600","162","15","831","12","39","263","403","71483","360","42950","13969","Wilmington","MA"
"01890","21382","18317","213","12","1992","8","40","395","405","773086","1240","555981","142260","Winchester","MA"
"01901","1689","830","338","7","27","2","1","44","440","6300","29","5965","250","Lynn","MA"
"01902","45139","17608","5617","109","3100","14","205","1089","17397","21919","308","16753","2906","Lynn","MA"
"01904","18203","13829","986","16","565","11","60","318","2418","13186","311","6247","1275","Lynn","MA"
"01905","25251","10665","2553","46","2518","10","139","569","8751","32230","391","14409","12630","Lynn","MA"
"01906","26660","23885","525","28","708","1","132","308","1073","42106","212","11166","25276","Saugus","MA"
"01907","14027","13040","163","7","269","4","23","157","364","207507","459","97034","76287","Swampscott","MA"
"01908","3410","3257","15","3","58","0","5","20","52","33234","182","25599","4285","Nahant","MA"
"01913","16283","15479","108","30","106","6","38","206","310","18536","381","15023","2221","Amesbury","MA"
"01915","39502","36105","584","42","677","23","175","499","1397","231474","1035","141437","28161","Beverly","MA"
"01921","7961","7570","32","2","123","0","7","82","145","93535","413","42164","36951","Boxford","MA"
"01922","3108","3017","7","7","22","0","1","20","34","9262","64","8517","300","Byfield","MA"
"01923","26342","24693","250","24","497","4","34","223","617","110230","362","44253","12677","Danvers","MA"
"01929","3504","3369","11","0","34","1","4","39","46","28944","190","19904","6272","Essex","MA"
"01930","28789","27100","199","29","256","16","99","303","787","213400","1193","159900","35124","Gloucester","MA"
"01937","151","146","3","0","1","0","0","0","1","0","0","0","0","Hathorne","MA"
"01938","13175","12471","61","12","174","6","55","164","232","102890","591","59114","29315","Ipswich","MA"
"01940","12108","11263","55","5","426","0","35","99","225","61967","176","21428","23604","Lynnfield","MA"
"01944","5136","4952","6","11","41","0","1","49","76","248188","535","139868","60175","Manchester","MA"
"01945","19808","18818","131","12","198","1","31","200","417","331823","1222","162530","116339","Marblehead","MA"
"01949","8987","7845","153","13","202","0","15","119","640","14964","190","7695","3235","Middleton","MA"
"01950","17416","16574","95","17","194","1","48","196","291","101796","996","76803","16373","Newburyport","MA"
"01951","3558","3451","8","3","21","0","5","37","33","20326","183","16160","2100","Newbury","MA"
"01952","8283","7884","35","18","97","1","14","106","128","47090","102","2907","42956","Salisbury","MA"
"01960","50944","44654","966","45","929","5","570","572","3203","106438","617","22427","75655","Peabody","MA"
"01966","6952","6666","41","4","56","6","9","59","111","100574","483","28499","13920","Rockport","MA"
"01969","5856","5660","16","1","60","4","13","43","59","27784","135","16815","3975","Rowley","MA"
"01970","41109","31168","1444","66","1078","17","166","714","6456","104182","964","81521","13600","Salem","MA"
"01982","7764","7088","42","12","420","0","5","76","121","150676","453","70680","36094","South Hamilton","MA"
"01983","6089","5802","31","4","75","0","8","57","112","82668","224","43691","28253","Topsfield","MA"
"01984","4875","4607","29","4","82","4","16","38","95","23054","142","10647","8220","Wenham","MA"
"01985","4235","4079","4","3","44","0","3","36","66","24817","94","14934","5930","West Newbury","MA"
"02019","16332","14985","217","10","473","3","38","197","409","16297","163","8546","6438","Bellingham","MA"
"02021","21561","17951","1301","17","1312","1","81","302","596","140821","469","52418","44923","Canton","MA"
"02025","7542","7254","20","8","71","1","11","81","96","213082","281","172672","26100","Cohasset","MA"
"02026","24711","21030","1268","46","632","4","74","304","1353","266388","1025","93101","55518","Dedham","MA"
"02030","5589","5099","34","7","285","3","6","72","83","409611","484","107552","220522","Dover","MA"
"02032","4226","3755","69","0","256","0","3","32","111","7694","62","3256","1904","East Walpole","MA"
"02035","16865","15465","307","25","539","4","43","173","309","62105","191","14908","10168","Foxboro","MA"
"02038","31635","28926","416","23","1193","4","46","407","620","46948","348","18188","5560","Franklin","MA"
"02043","22157","21135","109","31","343","8","36","254","241","700863","934","307972","149782","Hingham","MA"
"02045","10293","9702","88","34","100","5","43","148","173","26141","337","18357","2412","Hull","MA"
"02047","180","174","0","0","1","0","0","4","1","1264","34","764","0","Humarock","MA"
"02048","23184","20899","601","59","791","4","60","283","487","43192","432","9623","7495","Mansfield","MA"
"02050","25429","24416","111","35","179","4","133","233","318","71841","404","28470","31531","Marshfield","MA"
"02052","12024","11293","72","8","325","0","15","131","180","67628","333","23816","19759","Medfield","MA"
"02053","12752","11924","124","20","277","1","10","146","250","37047","269","19968","5254","Medway","MA"
