ZCTA,Total,White,Black,AmIndorAlaskanNative,Asian,PacIslanderorHINative,Other Race,Mixed,Hispanic,TotalContribs,NumberContribs,ToDems,ToRepubs,Name,State
11351,0,0,0,0,0,0,0,0,0,0,0,0,0,Flushing,NY
11354,54878,10889,1817,51,32126,56,138,899,8902,224925,382,130930,26352,Flushing,NY
11355,85871,7767,2430,91,60670,19,225,1686,12983,131836,463,121181,4539,Flushing,NY
11356,23438,7756,398,29,6342,2,100,369,8442,60004,125,21508,1865,College Point,NY
11357,39150,26883,297,21,7112,3,85,416,4333,161523,443,133803,19293,Whitestone,NY
11358,37546,15546,341,21,14975,3,95,537,6028,60335,394,42441,4143,Flushing,NY
11359,0,0,0,0,0,0,0,0,0,500,1,500,0,Bayside,NY
11360,18884,12426,255,5,4443,1,31,210,1513,73510,273,66245,2705,Bayside,NY
11361,28606,13355,1027,17,10093,5,65,394,3650,105663,437,67186,22901,Bayside,NY
11362,17823,9243,253,9,6640,2,42,214,1420,51840,201,33783,10821,Little Neck,NY
11363,6988,4009,70,6,2179,0,27,94,603,100762,325,65031,29127,Little Neck,NY
11364,34555,14155,733,15,16202,5,71,486,2888,83226,392,72960,8907,Oakland Gardens,NY
11365,42252,14064,3421,50,17532,11,150,930,6094,67324,329,50425,10814,Fresh Meadows,NY
11366,13532,5395,776,36,5434,12,52,287,1540,28847,149,14494,13619,Fresh Meadows,NY
11367,41047,20968,3659,48,8527,14,157,1194,6480,47465,279,32519,9156,Flushing,NY
11368,109931,5777,10411,197,10834,14,632,973,81093,62697,292,36494,12657,Corona,NY
11369,38615,2779,6640,78,3356,15,258,516,24973,20650,304,16652,1031,East Elmhurst,NY
11370,39688,9208,6540,56,6519,11,430,473,16451,29293,160,27862,685,East Elmhurst,NY
11371,0,0,0,0,0,0,0,0,0,1000,1,0,0,Flushing,NY
11372,66636,12397,1189,81,13562,9,309,994,38095,153550,996,105854,12360,Jackson Heights,NY
11373,100820,7292,1257,149,47216,30,373,1728,42775,55614,534,35122,14311,Elmhurst,NY
11374,43600,22714,1077,48,11579,15,198,965,7004,47155,668,35946,6176,Rego Park,NY
11375,68733,39548,1779,53,17296,14,297,1420,8326,341705,1851,272211,41067,Forest Hills,NY
11377,89830,18670,2238,155,32711,15,430,1866,33745,82833,1055,54845,13136,Woodside,NY
11378,34981,21038,314,40,3570,1,129,272,9617,35743,351,31193,358,Maspeth,NY
11379,34821,25628,276,22,2803,7,71,286,5728,56650,377,22840,25434,Middle Village,NY
11385,98592,45996,1693,155,6236,24,276,1046,43166,91909,1356,66911,4400,Ridgewood,NY
11411,18556,247,16766,46,126,5,65,310,991,9153,156,8027,258,Cambria Heights,NY
11412,34882,188,31243,91,363,8,184,749,2056,10046,157,9185,721,Saint Albans,NY
11413,38912,521,34574,107,335,9,167,729,2470,17011,202,13083,0,Springfield Gardens,NY
11414,26148,20069,413,28,923,5,62,249,4399,24620,187,14781,3725,Howard Beach,NY
11415,19341,9679,1214,24,3213,10,153,558,4490,45660,288,34009,9095,Kew Gardens,NY
11416,24861,3577,2265,203,5658,22,1101,1098,10937,13140,127,6004,6820,Ozone Park,NY
11417,28967,7482,2177,233,5838,30,1393,1518,10296,7436,116,5581,650,Ozone Park,NY
11418,36256,6755,3247,227,7477,65,1353,1661,15471,235181,329,123610,4155,Richmond Hill,NY
11419,47211,2225,8021,718,15511,88,5162,5886,9600,24885,137,23080,827,South Richmond Hill,NY
11420,44354,3167,13611,548,8810,79,4420,3854,9865,13490,176,8715,3465,South Ozone Park,NY
11421,39127,7273,1944,137,6064,10,743,990,21966,12701,203,9685,2079,Woodhaven,NY
11422,30425,1475,24740,97,628,0,255,573,2657,15250,140,13880,0,Rosedale,NY
11423,29987,2820,12195,271,5863,44,1931,1852,5011,13847,167,6153,2437,Hollis,NY
11424,0,0,0,0,0,0,0,0,0,350,1,0,0,Jamaica,NY
11425,0,0,0,0,0,0,0,0,0,0,0,0,0,Jamaica,NY
11426,17590,6582,904,39,6257,1,300,664,2843,20445,192,11635,6185,Bellerose,NY
11427,23593,4605,5374,100,7567,48,954,949,3996,15543,111,10678,4090,Queens Village,NY
11428,19168,2071,4393,133,5055,38,1337,1308,4833,9138,94,5823,1432,Queens Village,NY
11429,25105,646,19508,90,823,21,262,591,3164,12396,55,9097,120,Queens Village,NY
11430,184,5,119,0,8,0,0,0,52,3,1,0,0,Jamaica,NY
11432,60809,8783,11242,325,21464,40,1518,2312,15125,74954,591,30874,21437,Jamaica,NY
11433,32687,323,23572,222,1626,20,746,888,5290,7930,67,5009,2500,Jamaica,NY
11434,59129,708,50655,206,897,21,481,1301,4860,42487,279,33799,7410,Jamaica,NY
11435,53687,7646,13810,336,10474,76,1736,2091,17518,29576,411,21679,6032,Jamaica,NY
11436,17949,185,13033,164,1139,11,568,694,2155,3864,36,3643,0,Jamaica,NY
11451,0,0,0,0,0,0,0,0,0,0,0,0,0,Jamaica,NY
11501,19148,13766,325,13,1582,1,138,227,3096,126555,252,40140,67627,Mineola,NY
11507,7406,4464,44,8,2249,0,21,167,453,72242,174,20742,45190,Albertson,NY
11509,2653,2462,17,0,37,0,2,14,121,104852,170,69575,30055,Atlantic Beach,NY
11510,33048,15176,9601,54,1397,5,225,697,5893,41491,428,27384,9644,Baldwin,NY
11514,4673,3617,89,0,387,0,13,49,518,9694,30,6934,710,Carle Place,NY
11516,7556,6303,151,2,278,0,45,56,721,61135,153,16568,35067,Cedarhurst,NY
11518,10549,9321,113,4,210,2,9,70,820,16383,111,9361,5489,East Rockaway,NY
11520,43341,10121,13502,95,670,9,175,721,18048,44959,375,31937,7455,Freeport,NY
11530,27273,24196,425,6,1009,1,33,252,1351,809509,850,257850,283213,Garden City,NY
11542,27633,16600,1735,31,1264,20,69,365,7549,151886,345,113121,20048,Glen Cove,NY
11545,12065,10235,141,10,805,3,27,124,720,443990,515,308487,104194,Glen Head,NY
11547,793,671,7,0,38,0,0,11,66,252,5,127,125,Glenwood Landing,NY
11548,2780,1676,351,3,390,0,4,47,309,21945,27,15325,4620,Greenvale,NY
11549,2922,2183,298,5,114,1,15,76,230,300,3,0,0,Hempstead,NY
11550,56435,4963,25163,105,788,13,236,789,24378,28800,308,23568,2345,Hempstead,NY
11552,23616,13216,4976,33,1214,3,103,402,3669,29928,356,11953,10168,West Hempstead,NY
11553,26034,3062,12059,60,530,13,128,403,9779,41224,72,26951,11350,Uniondale,NY
11554,38132,26628,1867,24,4400,5,104,451,4653,48757,389,23796,15767,East Meadow,NY
11556,17,15,2,0,0,0,0,0,0,30220,26,27720,1500,Uniondale,NY
11557,7823,6495,126,0,492,3,28,78,601,101147,155,49953,44445,Hewlett,NY
11558,8370,6262,90,5,200,0,40,85,1688,10969,71,1143,7906,Island Park,NY
11559,8176,6924,209,2,230,1,42,50,718,563576,468,117439,425436,Lawrence,NY
11560,6464,5363,129,1,157,0,8,73,733,569959,525,201449,218147,Locust Valley,NY
11561,37280,28842,1982,43,931,12,175,439,4856,111973,1061,60880,33417,Long Beach,NY
11563,22666,17810,698,8,978,0,75,248,2849,55089,605,38720,6917,Lynbrook,NY
11565,8690,7228,261,4,361,1,23,76,736,35892,108,26306,7386,Malverne,NY
11566,35321,31067,438,22,1227,2,24,335,2206,240619,616,191249,38836,Merrick,NY
11568,4555,2837,705,8,571,1,16,97,320,305781,264,214088,67005,Old Westbury,NY
11569,1398,1327,6,0,16,0,1,7,41,13954,111,5484,6450,Point Lookout,NY
11570,26646,20854,2304,19,523,5,37,314,2590,211799,565,133857,45284,Rockville Centre,NY
11572,30574,26267,336,9,843,1,70,219,2829,41743,308,22337,15300,Oceanside,NY
11575,16272,335,9972,59,95,5,86,295,5425,2559,77,2546,0,Roosevelt,NY
11576,12366,9544,123,2,1877,0,14,196,610,293011,533,188574,58475,Roslyn,NY
11577,12337,8902,463,15,1941,0,27,246,743,121649,342,81594,23055,Roslyn Heights,NY
11579,5055,4430,113,6,96,0,7,40,363,60174,361,50953,5110,Sea Cliff,NY
11580,40113,14490,10545,73,5206,9,503,801,8486,40894,347,23511,11822,Valley Stream,NY
11581,20844,12583,2546,17,2305,9,203,301,2880,53817,336,42733,7722,Valley Stream,NY
11590,45768,18471,9212,53,3376,14,165,660,13817,74043,398,39587,18098,Westbury,NY
11596,10480,8328,65,4,1355,6,18,131,573,58481,191,34361,12277,Williston Park,NY
11598,13328,11623,363,6,579,0,17,61,679,314741,354,180076,116080,Woodmere,NY
11691,60035,13455,28279,196,1156,49,615,1151,15134,70323,199,20060,48257,Far Rockaway,NY
11692,18540,1916,11467,56,511,5,132,372,4081,3966,84,3733,0,Arverne,NY
11693,11916,5643,3291,42,359,1,76,225,2279,8450,89,4968,2675,Far Rockaway,NY
11694,20408,15506,1621,13,505,7,50,186,2520,35688,270,24001,5244,Rockaway Park,NY
11697,4079,3939,5,2,24,1,4,16,88,10773,38,500,9559,Breezy Point,NY
11701,27109,10484,9672,137,312,9,71,485,5939,63407,203,22855,35489,Amityville,NY
11702,14498,12688,256,12,297,0,28,178,1039,64451,322,30870,19600,Babylon,NY
11703,16415,12349,1022,15,694,1,46,215,2073,15035,155,9323,4729,North Babylon,NY
11704,40222,28056,5069,59,1118,13,124,639,5144,70879,331,13333,9345,West Babylon,NY
11705,8030,7306,83,5,144,0,5,75,412,21712,186,10496,7854,Bayport,NY
11706,62543,26013,8789,157,2115,6,221,1133,24109,107965,531,63398,21976,Bay Shore,NY
11709,6669,6013,18,16,112,0,9,68,433,22684,230,16787,4433,Bayville,NY
11710,34496,29803,561,22,1305,1,70,367,2367,58663,392,43845,8634,Bellmore,NY
11713,10401,5343,2125,96,251,4,35,334,2213,22332,246,17432,4475,Bellport,NY
11714,22658,19400,130,14,1083,4,42,205,1780,75927,250,36206,12272,Bethpage,NY
11715,4752,4408,44,5,45,0,12,35,203,4799,34,1378,3201,Blue Point,NY
11716,10700,9532,96,7,234,0,3,64,764,36181,83,3775,29091,Bohemia,NY
11717,60745,8554,8354,132,1101,11,218,775,41600,23188,207,11733,9060,Brentwood,NY
11718,3103,2810,38,1,48,0,5,42,159,29068,151,9947,18697,Brightwaters,NY
11719,3589,3080,209,2,29,0,9,26,234,8595,85,5875,2190,Brookhaven,NY
11720,29189,22869,780,17,1801,8,29,353,3332,55224,404,40471,9952,Centereach,NY
11721,6292,5870,28,1,118,0,1,58,216,53034,272,27376,7425,Centerport,NY
11722,35177,6819,7891,110,1129,5,159,730,18334,13507,318,10582,1147,Central Islip,NY
11724,3220,2979,14,0,71,0,4,25,127,185485,206,58759,52337,Cold Spring Harbor,NY
11725,29150,25599,250,9,1616,2,48,251,1375,56430,301,24068,19030,Commack,NY
11726,19857,8694,2746,69,439,0,60,269,7580,6601,149,2519,1570,Copiague,NY
11727,29030,18836,3533,44,1538,8,91,686,4294,13781,216,9865,3112,Coram,NY
11729,28032,18904,3191,37,1955,0,66,468,3411,16322,190,8888,2495,Deer Park,NY
11730,14712,13258,145,6,227,0,18,131,927,31422,388,18742,9713,East Islip,NY
11731,30184,26272,310,16,1410,6,50,267,1853,47076,502,22244,17497,East Northport,NY
11732,3430,3026,44,1,177,0,0,35,147,58825,195,31978,25050,East Norwich,NY
11733,18949,16055,358,30,1286,0,43,229,948,480417,1037,320842,48096,East Setauket,NY
11735,32098,24699,1186,20,1558,7,84,351,4193,135895,366,96592,20355,Farmingdale,NY
11738,17638,14007,441,24,694,3,40,226,2203,9094,72,5073,2293,Farmingville,NY
11739,1223,1155,6,0,19,0,0,5,38,39836,33,10789,1922,Great River,NY
11740,9454,7868,434,12,388,0,8,150,594,17831,193,10983,3310,Greenlawn,NY
11741,27655,23519,404,18,1010,3,46,249,2406,20870,180,13485,4110,Holbrook,NY
11742,13261,10999,205,13,638,4,16,115,1271,26878,163,5279,5057,Holtsville,NY
11743,42230,34153,2603,49,1483,7,58,526,3351,449064,1429,263979,122121,Huntington,NY
11746,67094,42168,4810,89,4476,8,150,1185,14208,251396,1407,176554,50394,Huntington Station,NY
11747,19803,16422,662,12,1387,2,56,270,992,350335,724,206006,59723,Melville,NY
11749,3345,1697,429,7,204,0,4,57,947,9903,29,6032,2350,Islandia,NY
11751,14961,12471,426,13,325,8,26,193,1499,24670,141,11717,7231,Islip,NY
11752,9531,8045,200,12,207,1,15,79,972,7937,109,5763,1384,Islip Terrace,NY
11753,12014,8353,158,1,3035,0,19,121,327,213367,328,122570,36610,Jericho,NY
11754,18958,17105,189,15,440,3,15,172,1019,33051,177,9589,18448,Kings Park,NY
11755,12387,10272,228,16,789,0,24,112,946,26329,140,7403,16510,Lake Grove,NY
11756,42791,33824,359,43,2649,4,111,508,5293,56886,485,33896,17600,Levittown,NY
11757,45700,37669,911,28,976,6,84,514,5512,44321,755,14226,14282,Lindenhurst,NY
11758,53804,46329,2379,30,972,3,69,470,3552,95480,617,56284,22872,Massapequa,NY
11762,22360,20734,89,4,378,2,9,136,1008,24389,180,5242,11041,Massapequa Park,NY
11763,28506,19339,2530,85,729,4,64,384,5371,46879,400,16737,21861,Medford,NY
11764,13200,11803,204,12,379,6,24,118,654,35463,265,21895,10067,Miller Place,NY
11765,737,602,12,0,58,0,9,9,47,245068,98,54161,157407,Mill Neck,NY
11766,12635,11092,179,12,503,0,16,111,722,44942,267,21364,17586,Mount Sinai,NY
11767,14530,12545,211,10,634,0,15,114,1001,21837,112,13428,2356,Nesconset,NY
11768,21902,20315,131,13,401,9,28,192,813,300508,624,108457,42711,Northport,NY
11769,9506,8866,82,4,127,2,9,47,369,20291,98,10345,7850,Oakdale,NY
11770,137,135,0,0,1,0,0,0,1,3525,39,2457,1000,Ocean Beach,NY
11771,10007,7994,231,2,386,1,19,126,1248,289176,385,150184,96297,Oyster Bay,NY
11772,44837,30704,2403,95,901,6,68,650,10010,48409,691,30321,12721,Patchogue,NY
11776,24235,18967,569,19,981,4,65,198,3432,719531,200,11076,4769,Port Jefferson Station,NY
11777,8968,7667,131,7,503,0,18,95,547,72326,494,47714,13278,Port Jefferson,NY
11778,12709,11261,174,18,193,4,17,125,917,6862,146,3827,1277,Rocky Point,NY
11779,38421,31426,737,28,1828,11,96,465,3830,62074,487,28021,27329,Ronkonkoma,NY
11780,15524,14124,91,1,402,1,23,119,763,148532,480,76876,52808,Saint James,NY
11782,15814,14465,148,18,297,2,5,129,750,36593,263,20071,8182,Sayville,NY
11783,21288,19505,85,4,435,0,25,150,1084,38230,326,15570,18888,Seaford,NY
11784,24655,19130,767,19,1099,8,71,319,3242,7354,188,3987,2976,Selden,NY
11786,6344,5725,83,3,161,0,8,44,320,22160,166,14187,6230,Shoreham,NY
11787,35772,32139,343,12,1045,1,42,323,1867,110412,691,63851,27710,Smithtown,NY
11788,16821,13859,369,11,1115,1,35,144,1287,128213,239,74742,28063,Hauppauge,NY
11789,7895,7034,89,13,140,4,10,107,498,6966,59,3813,150,Sound Beach,NY
11790,18511,14433,805,26,2085,7,37,213,905,75773,623,51409,13797,Stony Brook,NY
11791,25076,18228,207,20,5303,3,44,307,964,500342,632,209476,116625,Syosset,NY
11792,8523,7799,146,3,84,1,13,99,378,42359,166,38094,3085,Wading River,NY
11793,32298,29113,211,10,757,4,41,239,1923,35029,426,15596,10995,Wantagh,NY
11794,3165,1627,467,10,725,1,9,38,288,2850,7,350,0,Stony Brook,NY
11795,26030,23908,114,6,411,1,15,227,1348,57929,338,35967,16637,West Islip,NY
11796,4056,3787,45,3,38,0,5,26,152,2325,22,1443,227,West Sayville,NY
11797,9041,7701,114,0,930,1,11,85,199,175362,252,109266,37138,Woodbury,NY
11798,15347,1338,9421,88,326,0,52,360,3762,2350,14,1463,0,Wyandanch,NY
11801,39553,24747,417,53,7628,2,134,698,5874,79000,348,44609,24926,Hicksville,NY
11803,28127,23451,119,18,2988,1,33,356,1161,134871,257,72673,27917,Plainview,NY
11804,5010,4477,10,1,319,0,0,50,153,10587,105,7422,700,Old Bethpage,NY
11901,27172,15964,3705,80,299,6,54,507,6557,44562,390,29466,5613,Riverhead,NY
11930,1343,1176,13,3,24,0,0,7,120,45015,261,33579,9991,Amagansett,NY
11931,151,136,0,0,1,0,0,2,12,7529,43,764,5258,Aquebogue,NY
11932,1398,942,228,6,9,0,1,11,201,97658,99,46062,51586,Bridgehampton,NY
11933,6844,5829,433,5,59,1,5,70,442,37642,101,31801,5556,Calverton,NY
11934,7263,6065,234,3,99,0,8,118,736,20818,174,9466,6399,Center Moriches,NY
11935,3304,2971,49,2,27,0,2,17,236,30837,165,15993,14170,Cutchogue,NY
11937,15398,9774,433,24,210,6,27,129,4795,317203,1058,202208,97320,East Hampton,NY
11939,926,832,7,0,8,0,0,17,62,1511,30,27,1484,East Marion,NY
11940,5210,4692,69,4,48,1,6,60,330,14196,96,5238,7928,East Moriches,NY
11941,1986,1789,21,0,10,0,0,17,149,10086,43,3112,1094,Eastport,NY
11942,4603,4042,64,10,52,0,7,35,393,28580,111,15081,13481,East Quogue,NY
11944,4299,2801,319,4,27,2,15,57,1074,38941,219,34316,1100,Greenport,NY
11946,14068,9494,165,24,117,9,27,113,4119,75614,213,45733,28503,Hampton Bays,NY
11947,416,344,3,0,9,0,0,3,57,6256,15,6256,0,Jamesport,NY
11948,1123,979,21,0,2,0,0,13,108,556,13,476,0,Laurel,NY
11949,14573,12971,226,20,254,2,20,127,953,11471,162,5505,3718,Manorville,NY
11950,16268,10363,1338,187,330,9,17,468,3556,2035,58,1695,150,Mastic,NY
11951,13680,9719,1177,35,206,5,36,302,2200,9040,274,5249,2712,Mastic Beach,NY
11952,4637,4129,56,1,41,0,8,70,332,228410,303,10273,181682,Mattituck,NY
11953,13553,9591,1639,54,426,3,34,259,1547,12475,128,9017,2484,Middle Island,NY
11954,3326,2644,74,4,30,2,5,30,537,16885,202,13164,3270,Montauk,NY
11955,3285,2752,93,6,89,1,6,39,299,5527,43,796,3431,Moriches,NY
11956,349,325,1,1,0,0,0,0,22,7310,45,3310,1000,New Suffolk,NY
11957,743,704,8,1,6,0,1,7,16,7902,81,7195,230,Orient,NY
11958,635,533,24,0,1,0,0,3,74,4141,22,1741,2050,Peconic,NY
11959,939,835,16,2,10,0,0,20,56,90863,163,39221,51410,Quogue,NY
11960,1084,1007,3,1,9,0,0,24,40,25341,66,22175,2100,Remsenburg,NY
11961,12834,11084,598,14,229,1,13,140,755,9500,146,5961,2879,Ridge,NY
11962,494,444,8,0,9,1,1,6,25,63936,81,40971,22765,Sagaponack,NY
11963,6622,5575,201,16,96,2,9,62,661,190707,1014,164000,20111,Sag Harbor,NY
11964,1858,1701,24,2,9,0,7,22,93,27311,83,23228,3050,Shelter Island,NY
11965,534,498,1,0,1,0,0,11,23,38541,147,23234,8176,Shelter Island Heights,NY
11967,26583,19191,1672,66,677,6,26,504,4441,28200,108,4330,10504,Shirley,NY
11968,11593,8004,530,518,166,6,25,218,2126,485237,654,312484,160527,Southampton,NY
11970,522,500,7,0,1,0,0,2,12,2358,47,2358,0,South Jamesport,NY
11971,5818,5199,41,1,47,4,2,46,478,16305,169,5945,3402,Southold,NY
11972,1321,1117,31,1,6,1,0,5,160,10153,40,9697,456,Speonk,NY
11973,9,0,0,0,8,0,0,0,1,1876,12,1857,0,Upton,NY
11975,408,342,12,4,3,0,0,7,40,29037,57,22259,5900,Wainscott,NY
11976,1565,1388,15,0,24,0,2,13,123,156460,189,63349,65157,Water Mill,NY
11977,2467,2141,31,3,27,1,4,31,229,17962,46,15970,1110,Westhampton,NY
11978,3255,2302,191,5,43,13,1,49,651,62876,176,35416,25725,Westhampton Beach,NY
11980,4990,3924,369,6,90,0,2,27,572,7953,128,7058,25,Yaphank,NY
12007,60,56,1,1,0,0,0,0,2,250,1,0,250,Alcove,NY
