ZCTA,Total,White,Black,AmIndorAlaskanNative,Asian,PacIslanderorHINative,OtherRace,Mixed,Hispanic,TotalContribs,NumberContribs,ToDems,ToRepubs,Name,State
48624,15810,15354,28,60,60,0,4,138,166,16268,76,2780,9231,Gladwin,MI
48625,13152,12505,73,83,36,3,1,228,223,2022,18,350,1177,Harrison,MI
48626,6078,5828,19,18,11,0,0,40,162,15448,36,566,5560,Hemlock,MI
48627,141,134,0,2,0,0,0,3,2,1250,10,0,250,Higgins Lake,MI
48628,1938,1868,12,7,14,0,0,23,14,2721,25,0,920,Hope,MI
48629,7854,7592,20,48,16,1,2,85,90,22177,71,875,3682,Houghton Lake,MI
48630,69,69,0,0,0,0,0,0,0,0,0,0,0,Houghton Lake Heights,MI
48631,4643,4458,8,21,8,1,0,65,82,10704,69,1703,2130,Kawkawlin,MI
48632,5125,4900,14,48,0,1,1,78,83,1276,26,25,1251,Lake,MI
48633,210,202,0,2,0,0,0,5,1,0,0,0,0,Lake George,MI
48634,4371,4201,11,26,8,1,0,28,96,5780,48,1782,2510,Linwood,MI
48635,1573,1530,0,2,11,0,0,19,11,153,2,0,153,Lupton,MI
48636,864,831,1,7,0,0,0,13,12,9100,4,9100,0,Luzerne,MI
48637,3359,3187,7,13,2,1,2,18,129,1914,13,0,330,Merrill,MI
48638,12922,10377,1151,26,238,3,17,203,907,9402,102,2243,2896,Saginaw,MI
48640,32690,30187,500,129,729,6,23,438,678,261070,901,33031,148389,Midland,MI
48642,32277,29682,445,98,777,39,33,463,740,248367,813,43832,78589,Midland,MI
48647,4420,4272,12,24,5,3,2,54,48,686,8,450,225,Mio,MI
48649,1576,1487,13,3,9,0,0,7,57,781,7,0,138,Oakley,MI
48650,7253,6938,20,42,10,0,1,71,171,9986,55,250,5971,Pinconning,MI
48651,4690,4495,27,29,25,0,1,48,65,2552,84,1531,771,Prudenville,MI
48652,1548,1508,0,9,1,0,0,5,25,232,1,0,0,Rhodes,MI
48653,10293,9965,38,44,31,0,0,101,114,10007,128,7947,1410,Roscommon,MI
48654,2521,2455,1,18,2,1,0,17,27,1225,17,0,925,Rose City,MI
48655,6460,6031,30,32,7,0,2,70,288,6473,37,600,410,Saint Charles,MI
48656,4058,3904,8,28,8,1,0,66,43,0,0,0,0,Saint Helen,MI
48657,7981,7738,9,35,21,0,1,77,100,29226,125,1220,9751,Sanford,MI
48658,5138,4861,18,80,10,1,3,64,101,6934,25,50,4850,Standish,MI
48659,2850,2745,0,28,2,4,0,32,39,191,3,0,0,Sterling,MI
48661,10691,10333,23,56,48,3,6,86,136,5893,61,2192,2541,West Branch,MI
48662,1594,1525,0,1,1,0,0,4,63,9914,17,0,250,Wheeler,MI
48667,0,0,0,0,0,0,0,0,0,0,0,0,0,Midland,MI
48701,1368,1271,1,7,1,0,1,18,69,8407,17,0,70,Akron,MI
48703,3238,3113,3,22,9,0,0,49,42,3824,36,154,1621,Au Gres,MI
48705,535,514,0,5,3,0,0,12,1,265,5,125,140,Barton City,MI
48706,40596,37288,442,178,320,5,12,637,1714,50396,280,11627,9891,Bay City,MI
48708,27262,23076,903,124,91,4,14,706,2344,21862,178,6110,2455,Bay City,MI
48710,0,0,0,0,0,0,0,0,0,0,0,0,0,University Center,MI
48720,1042,1011,3,1,4,0,0,4,19,12325,32,50,0,Bay Port,MI
48721,411,404,0,0,1,0,0,0,6,0,0,0,0,Black River,MI
48722,3123,2501,335,3,13,0,1,44,226,4216,44,1332,1228,Bridgeport,MI
48723,12479,11526,187,71,48,11,4,113,519,9683,103,3337,2190,Caro,MI
48724,359,235,43,0,0,0,0,20,61,0,0,0,0,Carrollton,MI
48725,2464,2404,3,4,5,0,0,24,24,8546,23,257,930,Caseville,MI
48726,6172,5916,19,18,14,0,4,62,139,5160,80,149,1549,Cass City,MI
48727,1269,1201,11,8,1,0,0,20,28,115,7,0,115,Clifford,MI
48728,290,285,1,1,0,0,0,0,3,0,0,0,0,Curran,MI
48729,1586,1550,0,5,0,0,0,17,14,920,28,0,860,Deford,MI
48730,4716,4519,13,18,35,1,1,59,70,1692,22,974,420,East Tawas,MI
48731,1683,1613,10,3,1,0,0,23,33,14200,29,358,415,Elkton,MI
48732,11483,10657,140,32,85,0,9,169,391,5744,95,1136,1091,Essexville,MI
48733,1758,1654,10,10,1,0,0,23,60,4604,12,0,0,Fairgrove,MI
48734,7444,7163,33,10,59,1,2,35,141,43214,233,9233,12364,Frankenmuth,MI
48735,1051,997,3,3,1,0,0,5,42,3747,8,0,0,Gagetown,MI
48737,1245,1215,2,2,0,0,1,19,6,200,2,0,200,Glennie,MI
48738,1269,1245,1,6,2,0,1,4,10,140,2,0,140,Greenbush,MI
48739,4043,3909,23,27,4,0,0,43,37,806,8,556,250,Hale,MI
48740,2556,2459,6,28,8,1,0,17,37,4474,55,1851,2191,Harrisville,MI
48741,2086,1996,11,5,12,0,1,20,41,1450,20,750,700,Kingston,MI
48742,1647,1611,1,1,2,0,2,16,14,520,3,20,500,Lincoln,MI
48743,63,63,0,0,0,0,0,0,0,0,0,0,0,Long Lake,MI
48744,4615,4448,18,17,7,0,0,50,75,2195,12,0,350,Mayville,MI
48745,1346,1292,1,20,3,0,0,12,18,0,0,0,0,Mikado,MI
48746,8528,8135,50,38,21,1,10,95,178,4280,50,2621,842,Millington,MI
48747,1494,1427,1,8,2,0,0,16,40,5668,15,0,500,Munger,MI
48748,1693,1635,4,7,8,0,2,24,13,1285,8,1010,275,National City,MI
48749,1094,1041,3,19,1,0,2,16,12,2185,9,1936,0,Omer,MI
48750,8846,8298,62,70,47,11,5,154,199,7864,107,1855,2225,Oscoda,MI
48754,1001,963,0,1,3,0,0,6,28,2920,4,0,0,Owendale,MI
48755,3110,2986,5,4,5,0,0,17,93,17183,85,1123,760,Pigeon,MI
48756,4640,4373,12,38,2,2,2,106,105,562,9,27,169,Prescott,MI
48757,3817,3601,16,17,24,2,0,19,138,31629,97,515,1640,Reese,MI
48759,3293,3132,7,11,7,0,0,13,123,22798,82,0,755,Sebewaing,MI
48760,1351,1254,42,9,4,0,0,21,21,731,11,0,506,Silverwood,MI
48761,1026,1003,2,3,1,0,0,10,7,604,13,134,220,South Branch,MI
48762,1139,1112,3,2,0,0,1,8,13,216,17,216,0,Spruce,MI
48763,5012,4853,14,20,31,1,3,39,51,1875,18,1230,145,Tawas City,MI
48765,725,702,2,5,0,3,1,5,7,4979,12,0,0,Turner,MI
48766,1270,1221,1,20,2,0,2,8,16,1919,45,242,1305,Twining,MI
48767,2162,2080,1,4,4,2,1,9,61,19286,80,462,0,Unionville,MI
48768,9832,9170,267,17,21,1,16,112,228,12972,108,1549,2953,Vassar,MI
48770,1891,1812,5,16,1,0,0,24,33,236,1,0,0,Whittemore,MI
48801,12923,11594,80,64,91,3,5,150,936,15706,91,6085,6036,Alma,MI
48806,1676,1609,9,2,5,4,0,13,34,120,4,-5,125,Ashley,MI
48807,916,877,1,2,1,0,0,14,21,1100,3,0,100,Bannister,MI
48808,5178,4709,76,25,87,3,3,104,171,14977,153,5985,6036,Bath,MI
48809,11015,10346,33,36,55,3,5,120,417,3066,32,868,1580,Belding,MI
48811,5641,4188,1254,23,17,0,1,24,134,5511,41,960,218,Carson City,MI
48813,21182,19823,175,56,81,2,7,224,814,20091,131,2916,11085,Charlotte,MI
48815,2259,2141,4,7,14,1,1,29,62,2525,20,0,1582,Clarksville,MI
48816,121,118,0,2,0,0,0,0,1,0,0,0,0,Cohoctah,MI
48817,6422,6102,42,20,45,0,3,75,135,3760,44,1910,710,Corunna,MI
48818,2407,2305,10,6,5,0,0,27,54,205,6,95,110,Crystal,MI
48819,2701,2596,13,8,8,0,1,26,49,4331,10,0,4331,Dansville,MI
48820,16641,15160,324,74,190,2,7,248,636,40922,310,10772,10616,DeWitt,MI
48821,5836,5276,138,22,83,1,1,96,219,17367,97,9245,4142,Dimondale,MI
48822,2714,2590,25,5,6,0,2,21,65,5279,40,1831,2340,Eagle,MI
48823,51302,39438,3230,142,5129,25,96,1360,1882,455116,1997,188292,169935,East Lansing,MI
48825,12596,9661,1092,23,1074,3,14,297,432,4471,10,250,0,East Lansing,MI
48827,15971,14850,140,60,79,1,11,232,598,14001,179,6270,5197,Eaton Rapids,MI
48829,3254,3054,12,12,7,0,1,58,110,1813,20,360,448,Edmore,MI
48831,3512,3313,10,17,5,0,0,20,147,4040,5,0,0,Elsie,MI
48832,1393,1333,1,5,0,0,0,16,38,370,6,370,0,Elwell,MI
48834,2090,2009,8,6,6,0,0,7,54,375,1,0,0,Fenwick,MI
48835,2680,2590,12,3,9,0,2,13,51,4330,7,0,1250,Fowler,MI
48836,13510,12914,44,73,64,1,4,163,247,22531,179,1295,16554,Fowlerville,MI
48837,18926,17401,237,59,207,5,24,303,690,54145,272,16779,21724,Grand Ledge,MI
48838,17863,16585,72,64,92,6,8,249,787,6993,70,1656,3523,Greenville,MI
48840,12501,10928,375,47,440,0,17,238,456,42597,262,27253,7966,Haslett,MI
48841,826,795,1,5,2,1,0,5,17,3070,8,570,1000,Henderson,MI
48842,20432,17215,980,93,520,6,26,506,1086,22929,317,12494,2831,Holt,MI
48843,42931,40541,190,156,411,38,37,477,1081,88149,526,14130,50017,Howell,MI
48845,1003,964,2,2,1,0,1,9,24,310,11,0,310,Hubbardston,MI
48846,20269,15710,2831,78,76,2,16,213,1343,3285,46,1698,442,Ionia,MI
48847,6041,5589,29,29,20,1,5,44,324,8977,60,1801,1180,Ithaca,MI
48848,7789,7434,40,35,33,0,3,90,154,15788,128,2862,7435,Laingsburg,MI
48849,5717,5258,17,13,37,0,1,76,315,14242,164,2663,7128,Lake Odessa,MI
48850,4474,4271,9,10,12,0,0,58,114,1216,5,0,0,Lakeview,MI
48851,2365,2259,5,2,3,0,0,28,68,3929,8,0,0,Lyons,MI
48852,150,147,0,0,0,0,0,1,2,0,0,0,0,McBrides,MI
48853,671,645,1,0,4,0,0,11,10,0,0,0,0,Maple Rapids,MI
48854,18598,17001,551,68,136,5,15,221,601,39187,185,15071,9594,Mason,MI
48855,14752,14153,27,59,121,12,11,150,219,11082,148,3593,5850,Howell,MI
48856,966,848,3,3,0,0,2,11,99,75,3,75,0,Middleton,MI
48857,2453,2371,1,7,7,0,0,30,37,1884,19,275,560,Morrice,MI
48858,50025,42593,1540,1834,1087,12,36,1225,1698,155721,723,86176,26557,Mount Pleasant,MI
48860,1334,1269,1,7,9,0,0,15,33,313,10,125,0,Muir,MI
48861,1522,1466,4,2,0,0,0,13,37,100,4,-20,120,Mulliken,MI
48864,20148,14809,972,44,3134,8,55,467,659,162841,821,74291,37955,Okemos,MI
48865,1903,1761,2,9,3,0,0,14,114,0,0,0,0,Orleans,MI
48866,4851,4552,28,11,8,2,5,46,199,1956,35,0,1381,Ovid,MI
48867,28264,26736,127,99,94,5,10,341,852,21290,177,6115,5675,Owosso,MI
48870,148,144,0,0,0,0,0,0,4,0,0,0,0,Palo,MI
48871,1952,1856,14,8,5,0,4,17,48,5191,24,714,2060,Perrinton,MI
48872,7840,7493,42,33,36,3,9,104,120,2953,29,641,2050,Perry,MI
48873,1615,1542,6,7,3,0,0,35,22,0,0,0,0,Pewamo,MI
48874,180,169,0,0,0,0,0,1,10,0,0,0,0,Pompeii,MI
48875,10186,9723,42,35,33,0,3,107,243,5666,67,1386,1875,Portland,MI
48876,4014,3632,49,22,21,1,4,74,211,1109,10,443,164,Potterville,MI
48877,2392,2301,5,4,1,0,0,12,69,820,11,300,520,Riverdale,MI
48878,1677,1526,16,48,2,0,1,39,45,1482,11,617,0,Rosebush,MI
48879,18075,16805,139,102,80,5,12,240,692,15517,103,5349,5100,Saint Johns,MI
48880,10669,7770,2191,55,20,0,1,71,561,9181,36,749,1676,Saint Louis,MI
48881,5501,5275,14,22,19,0,0,47,124,2299,28,1085,709,Saranac,MI
48883,7122,6662,17,94,19,0,0,97,233,4224,39,421,2394,Shepherd,MI
48884,4427,4193,13,17,16,0,1,52,135,1618,12,0,0,Sheridan,MI
48885,927,884,2,2,6,0,0,5,28,0,0,0,0,Sidney,MI
48886,2116,2017,6,14,1,0,1,33,44,1259,7,0,1254,Six Lakes,MI
48888,6366,6032,39,27,16,4,1,49,198,2904,30,2118,0,Stanton,MI
48889,1322,1277,4,2,2,0,0,11,26,1050,2,0,1050,Sumner,MI
48890,2152,2057,6,2,5,0,1,18,63,4595,7,0,1000,Sunfield,MI
48891,2985,2818,19,16,10,2,1,29,90,25,1,0,25,Vestaburg,MI
48892,4382,4181,20,27,10,0,1,53,90,463,13,0,325,Webberville,MI
48893,5212,4831,23,117,21,2,0,93,125,9353,115,2833,1740,Weidman,MI
48894,2059,1991,2,2,5,0,0,19,40,2785,10,87,0,Westphalia,MI
48895,11189,10481,81,36,135,2,13,181,260,52678,333,18256,19439,Williamston,MI
48896,154,151,2,0,0,0,0,0,1,0,0,0,0,Winn,MI
48897,1525,1457,4,5,4,0,0,16,39,0,0,0,0,Woodland,MI
48906,26634,17127,3570,211,681,8,43,1151,3843,105749,270,10862,8142,Lansing,MI
48910,34560,21938,5955,195,1283,7,62,1422,3698,93970,834,38349,27624,Lansing,MI
48911,40111,20084,11558,175,1902,15,80,1886,4411,98199,251,14259,10311,Lansing,MI
48912,17035,11247,2567,121,518,5,25,626,1926,36634,545,22730,8873,Lansing,MI
48915,9218,4271,2923,44,174,1,15,531,1259,14197,129,7770,4345,Lansing,MI
48917,32062,23089,4079,163,1182,3,51,1025,2470,64410,396,26357,15082,Lansing,MI
48921,0,0,0,0,0,0,0,0,0,435,2,435,0,,MI
48933,2530,1442,569,14,136,3,3,99,264,38131,136,8943,10200,Lansing,MI
49001,22095,13720,4694,133,173,3,41,970,2361,25443,281,10635,6255,Kalamazoo,MI
